"Step","DDPG_EQL_FetchReachDense-v4_9 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_9 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_9 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_8 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_8 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_8 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_7 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_7 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_7 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_6 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_6 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_6 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_5 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_5 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_5 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_4 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_4 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_4 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_3 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_3 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_3 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_2 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_2 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_2 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_1 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_1 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_1 - eval/avg_reward__MAX","DDPG_EQL_FetchReachDense-v4_0 - eval/avg_reward","DDPG_EQL_FetchReachDense-v4_0 - eval/avg_reward__MIN","DDPG_EQL_FetchReachDense-v4_0 - eval/avg_reward__MAX"
"5000","-5.991973640220268","-5.991973640220268","-5.991973640220268","-5.046214915848739","-5.046214915848739","-5.046214915848739","-6.717887042072087","-6.717887042072087","-6.717887042072087","-9.508131208252264","-9.508131208252264","-9.508131208252264","-6.257432157380488","-6.257432157380488","-6.257432157380488","-4.5980315090252155","-4.5980315090252155","-4.5980315090252155","-5.347437291786648","-5.347437291786648","-5.347437291786648","-5.35571803566142","-5.35571803566142","-5.35571803566142","-5.103985577144412","-5.103985577144412","-5.103985577144412","-4.973456129810711","-4.973456129810711","-4.973456129810711"
"5500","-5.891840617703975","-5.891840617703975","-5.891840617703975","-5.456397545489911","-5.456397545489911","-5.456397545489911","-5.664628517830638","-5.664628517830638","-5.664628517830638","-7.913158910095445","-7.913158910095445","-7.913158910095445","-8.332533831974892","-8.332533831974892","-8.332533831974892","-5.487466826488927","-5.487466826488927","-5.487466826488927","-4.8539194712297835","-4.8539194712297835","-4.8539194712297835","-4.358548144091518","-4.358548144091518","-4.358548144091518","-4.276122232202143","-4.276122232202143","-4.276122232202143","-4.53662905938987","-4.53662905938987","-4.53662905938987"
"6000","-5.198364316827166","-5.198364316827166","-5.198364316827166","-4.75944860929073","-4.75944860929073","-4.75944860929073","-5.520749675715441","-5.520749675715441","-5.520749675715441","-6.14195062104463","-6.14195062104463","-6.14195062104463","-6.513508723744891","-6.513508723744891","-6.513508723744891","-4.156604681612853","-4.156604681612853","-4.156604681612853","-4.524375968690864","-4.524375968690864","-4.524375968690864","-6.821200262219792","-6.821200262219792","-6.821200262219792","-2.741776315390612","-2.741776315390612","-2.741776315390612","-3.0202045505225077","-3.0202045505225077","-3.0202045505225077"
"6500","-3.5193888505357385","-3.5193888505357385","-3.5193888505357385","-4.705069099650471","-4.705069099650471","-4.705069099650471","-3.3530390493863758","-3.3530390493863758","-3.3530390493863758","-4.891827180799635","-4.891827180799635","-4.891827180799635","-6.42797687541052","-6.42797687541052","-6.42797687541052","-3.666574343701879","-3.666574343701879","-3.666574343701879","-3.6224387240714777","-3.6224387240714777","-3.6224387240714777","-7.5467193549659415","-7.5467193549659415","-7.5467193549659415","-4.188507127448341","-4.188507127448341","-4.188507127448341","-1.7795827894807708","-1.7795827894807708","-1.7795827894807708"
"7000","-3.416054824458194","-3.416054824458194","-3.416054824458194","-6.174699385970519","-6.174699385970519","-6.174699385970519","-3.6802165484027354","-3.6802165484027354","-3.6802165484027354","-5.0260711965149385","-5.0260711965149385","-5.0260711965149385","-5.532339667135289","-5.532339667135289","-5.532339667135289","-5.271634643978702","-5.271634643978702","-5.271634643978702","-3.0294171665749463","-3.0294171665749463","-3.0294171665749463","-6.537765402553563","-6.537765402553563","-6.537765402553563","-3.4144999919470296","-3.4144999919470296","-3.4144999919470296","-2.230333422987641","-2.230333422987641","-2.230333422987641"
"7500","-2.9131029139391735","-2.9131029139391735","-2.9131029139391735","-4.264393307652854","-4.264393307652854","-4.264393307652854","-3.545473215742125","-3.545473215742125","-3.545473215742125","-6.153323721192861","-6.153323721192861","-6.153323721192861","-5.511678970235825","-5.511678970235825","-5.511678970235825","-4.782994192375493","-4.782994192375493","-4.782994192375493","-4.268372835230408","-4.268372835230408","-4.268372835230408","-5.8431547956905225","-5.8431547956905225","-5.8431547956905225","-5.511897309965684","-5.511897309965684","-5.511897309965684","-2.779210825988383","-2.779210825988383","-2.779210825988383"
"8000","-4.332765381938605","-4.332765381938605","-4.332765381938605","-7.664980329607923","-7.664980329607923","-7.664980329607923","-4.551169060696287","-4.551169060696287","-4.551169060696287","-3.8398197412502526","-3.8398197412502526","-3.8398197412502526","-5.49435254872533","-5.49435254872533","-5.49435254872533","-2.8275107187367112","-2.8275107187367112","-2.8275107187367112","-4.418699959677786","-4.418699959677786","-4.418699959677786","-3.306751749435641","-3.306751749435641","-3.306751749435641","-2.412019803888098","-2.412019803888098","-2.412019803888098","-3.207551909603423","-3.207551909603423","-3.207551909603423"
"8500","-3.7496943240368297","-3.7496943240368297","-3.7496943240368297","-5.236022526657543","-5.236022526657543","-5.236022526657543","-3.4709122514074524","-3.4709122514074524","-3.4709122514074524","-4.691963849256084","-4.691963849256084","-4.691963849256084","-7.219000167673033","-7.219000167673033","-7.219000167673033","-3.832582769201907","-3.832582769201907","-3.832582769201907","-3.7417885143952434","-3.7417885143952434","-3.7417885143952434","-3.1220127220537135","-3.1220127220537135","-3.1220127220537135","-2.9714285655059998","-2.9714285655059998","-2.9714285655059998","-3.097633382495331","-3.097633382495331","-3.097633382495331"
"9000","-4.383884739701617","-4.383884739701617","-4.383884739701617","-4.141336643775609","-4.141336643775609","-4.141336643775609","-4.50075922279485","-4.50075922279485","-4.50075922279485","-4.63901629510435","-4.63901629510435","-4.63901629510435","-4.807028995379996","-4.807028995379996","-4.807028995379996","-5.3687623016963295","-5.3687623016963295","-5.3687623016963295","-2.9097845907511606","-2.9097845907511606","-2.9097845907511606","-4.089232576710986","-4.089232576710986","-4.089232576710986","-3.0730100983064426","-3.0730100983064426","-3.0730100983064426","-3.623235881064673","-3.623235881064673","-3.623235881064673"
"9500","-2.0902257620064923","-2.0902257620064923","-2.0902257620064923","-6.844400271128431","-6.844400271128431","-6.844400271128431","-7.353463077153847","-7.353463077153847","-7.353463077153847","-3.4589569561970372","-3.4589569561970372","-3.4589569561970372","-8.087540106448227","-8.087540106448227","-8.087540106448227","-2.3420001813264895","-2.3420001813264895","-2.3420001813264895","-3.2373501767700703","-3.2373501767700703","-3.2373501767700703","-6.879636650702477","-6.879636650702477","-6.879636650702477","-2.20461569299095","-2.20461569299095","-2.20461569299095","-2.614760856420948","-2.614760856420948","-2.614760856420948"
"10000","-4.161630326065087","-4.161630326065087","-4.161630326065087","-2.635062376852855","-2.635062376852855","-2.635062376852855","-4.061854825575336","-4.061854825575336","-4.061854825575336","-4.9756679248148314","-4.9756679248148314","-4.9756679248148314","-5.910393739795867","-5.910393739795867","-5.910393739795867","-2.501183208021927","-2.501183208021927","-2.501183208021927","-4.9068908685557755","-4.9068908685557755","-4.9068908685557755","-4.006282788710791","-4.006282788710791","-4.006282788710791","-3.1530439797504006","-3.1530439797504006","-3.1530439797504006","-3.899515581691476","-3.899515581691476","-3.899515581691476"
"10500","-3.214994866744435","-3.214994866744435","-3.214994866744435","-2.533067058518766","-2.533067058518766","-2.533067058518766","-3.349547349681617","-3.349547349681617","-3.349547349681617","-4.37433891996806","-4.37433891996806","-4.37433891996806","-4.154285293592947","-4.154285293592947","-4.154285293592947","-3.0783324849655846","-3.0783324849655846","-3.0783324849655846","-2.895559220681128","-2.895559220681128","-2.895559220681128","-3.4494303270295683","-3.4494303270295683","-3.4494303270295683","-2.818163464533941","-2.818163464533941","-2.818163464533941","-1.7175788387721096","-1.7175788387721096","-1.7175788387721096"
"11000","-4.964133074326863","-4.964133074326863","-4.964133074326863","-3.6486119362674936","-3.6486119362674936","-3.6486119362674936","-3.345746967073599","-3.345746967073599","-3.345746967073599","-4.933316891655302","-4.933316891655302","-4.933316891655302","-5.689487929443542","-5.689487929443542","-5.689487929443542","-3.18816790173837","-3.18816790173837","-3.18816790173837","-3.165934719509097","-3.165934719509097","-3.165934719509097","-2.7669990122887054","-2.7669990122887054","-2.7669990122887054","-2.517161003311064","-2.517161003311064","-2.517161003311064","-5.329303910246023","-5.329303910246023","-5.329303910246023"
"11500","-2.166805611336033","-2.166805611336033","-2.166805611336033","-2.783188987931422","-2.783188987931422","-2.783188987931422","-2.6128931217137414","-2.6128931217137414","-2.6128931217137414","-6.709916228078205","-6.709916228078205","-6.709916228078205","-3.5501331277363364","-3.5501331277363364","-3.5501331277363364","-2.0969787178327524","-2.0969787178327524","-2.0969787178327524","-3.0364038081524956","-3.0364038081524956","-3.0364038081524956","-2.1386218580458776","-2.1386218580458776","-2.1386218580458776","-2.121707354946933","-2.121707354946933","-2.121707354946933","-2.763884046042532","-2.763884046042532","-2.763884046042532"
"12000","-2.243799357372936","-2.243799357372936","-2.243799357372936","-2.911584383628142","-2.911584383628142","-2.911584383628142","-2.656284874983952","-2.656284874983952","-2.656284874983952","-3.3330210924562635","-3.3330210924562635","-3.3330210924562635","-6.736567685898775","-6.736567685898775","-6.736567685898775","-2.527477030708847","-2.527477030708847","-2.527477030708847","-2.50502537238604","-2.50502537238604","-2.50502537238604","-2.2203167879693853","-2.2203167879693853","-2.2203167879693853","-2.4707914038881604","-2.4707914038881604","-2.4707914038881604","-2.151459897790884","-2.151459897790884","-2.151459897790884"
"12500","-3.997711945117712","-3.997711945117712","-3.997711945117712","-2.737560941772906","-2.737560941772906","-2.737560941772906","-3.6704163780467796","-3.6704163780467796","-3.6704163780467796","-5.271793025893389","-5.271793025893389","-5.271793025893389","-2.254963580623073","-2.254963580623073","-2.254963580623073","-2.6258236416314333","-2.6258236416314333","-2.6258236416314333","-2.0923925835766406","-2.0923925835766406","-2.0923925835766406","-4.839252146011219","-4.839252146011219","-4.839252146011219","-1.9723500003634882","-1.9723500003634882","-1.9723500003634882","-2.5076871273552817","-2.5076871273552817","-2.5076871273552817"
"13000","-2.371197689636419","-2.371197689636419","-2.371197689636419","-2.010492952886339","-2.010492952886339","-2.010492952886339","-2.366469213621042","-2.366469213621042","-2.366469213621042","-4.286682420696016","-4.286682420696016","-4.286682420696016","-9.073193037138335","-9.073193037138335","-9.073193037138335","-2.3714033106857775","-2.3714033106857775","-2.3714033106857775","-5.194961226803141","-5.194961226803141","-5.194961226803141","-2.610224682426472","-2.610224682426472","-2.610224682426472","-1.6932863302455985","-1.6932863302455985","-1.6932863302455985","-1.939853896544291","-1.939853896544291","-1.939853896544291"
"13500","-2.821117662509138","-2.821117662509138","-2.821117662509138","-2.1891703724450884","-2.1891703724450884","-2.1891703724450884","-2.9467492889468554","-2.9467492889468554","-2.9467492889468554","-2.451318008741146","-2.451318008741146","-2.451318008741146","-2.5783988712084556","-2.5783988712084556","-2.5783988712084556","-3.5793643785546587","-3.5793643785546587","-3.5793643785546587","-1.9182624709825074","-1.9182624709825074","-1.9182624709825074","-1.8533005609942534","-1.8533005609942534","-1.8533005609942534","-2.682011009653002","-2.682011009653002","-2.682011009653002","-2.737107584644499","-2.737107584644499","-2.737107584644499"
"14000","-4.196926495451773","-4.196926495451773","-4.196926495451773","-2.210938926239754","-2.210938926239754","-2.210938926239754","-2.3833414852570636","-2.3833414852570636","-2.3833414852570636","-3.0401135137833557","-3.0401135137833557","-3.0401135137833557","-2.7680698973207276","-2.7680698973207276","-2.7680698973207276","-2.3696760968330057","-2.3696760968330057","-2.3696760968330057","-2.5662098561829727","-2.5662098561829727","-2.5662098561829727","-1.8852905484744853","-1.8852905484744853","-1.8852905484744853","-2.42026764311512","-2.42026764311512","-2.42026764311512","-3.3067994618528553","-3.3067994618528553","-3.3067994618528553"
"14500","-1.9852714244571867","-1.9852714244571867","-1.9852714244571867","-2.5244778604005","-2.5244778604005","-2.5244778604005","-3.1599910414071877","-3.1599910414071877","-3.1599910414071877","-4.270729954274514","-4.270729954274514","-4.270729954274514","-2.494425846521186","-2.494425846521186","-2.494425846521186","-2.2937402288808855","-2.2937402288808855","-2.2937402288808855","-2.4343776556835763","-2.4343776556835763","-2.4343776556835763","-3.4127971325258053","-3.4127971325258053","-3.4127971325258053","-5.109394039954204","-5.109394039954204","-5.109394039954204","-1.8697218761833547","-1.8697218761833547","-1.8697218761833547"
"15000","-2.1055607116956336","-2.1055607116956336","-2.1055607116956336","-1.6328487455525842","-1.6328487455525842","-1.6328487455525842","-5.5104182442313725","-5.5104182442313725","-5.5104182442313725","-2.45797934393826","-2.45797934393826","-2.45797934393826","-4.355108802107596","-4.355108802107596","-4.355108802107596","-1.6355564178677695","-1.6355564178677695","-1.6355564178677695","-2.8685785081129453","-2.8685785081129453","-2.8685785081129453","-4.216082015213359","-4.216082015213359","-4.216082015213359","-1.8926303491839758","-1.8926303491839758","-1.8926303491839758","-3.5112027233781418","-3.5112027233781418","-3.5112027233781418"
"15500","-1.8151769373399766","-1.8151769373399766","-1.8151769373399766","-2.054734970285222","-2.054734970285222","-2.054734970285222","-3.7985194928302457","-3.7985194928302457","-3.7985194928302457","-3.1352830644589167","-3.1352830644589167","-3.1352830644589167","-2.7315247661922393","-2.7315247661922393","-2.7315247661922393","-3.4096156388673995","-3.4096156388673995","-3.4096156388673995","-2.2284572906591684","-2.2284572906591684","-2.2284572906591684","-2.9355704955579984","-2.9355704955579984","-2.9355704955579984","-2.588547135510072","-2.588547135510072","-2.588547135510072","-2.251937504291063","-2.251937504291063","-2.251937504291063"
"16000","-3.3174907045366018","-3.3174907045366018","-3.3174907045366018","-2.2741893393180628","-2.2741893393180628","-2.2741893393180628","-2.511627393354856","-2.511627393354856","-2.511627393354856","-2.2286534814018735","-2.2286534814018735","-2.2286534814018735","-2.793453509232921","-2.793453509232921","-2.793453509232921","-3.2434226926940566","-3.2434226926940566","-3.2434226926940566","-2.603727271528328","-2.603727271528328","-2.603727271528328","-1.7937387740775204","-1.7937387740775204","-1.7937387740775204","-2.025482433831914","-2.025482433831914","-2.025482433831914","-3.4781981727189573","-3.4781981727189573","-3.4781981727189573"
"16500","-1.5766409470339848","-1.5766409470339848","-1.5766409470339848","-1.737244867141732","-1.737244867141732","-1.737244867141732","-1.3048376917403783","-1.3048376917403783","-1.3048376917403783","-2.8954250592186725","-2.8954250592186725","-2.8954250592186725","-3.9072616324257217","-3.9072616324257217","-3.9072616324257217","-2.6556054785265735","-2.6556054785265735","-2.6556054785265735","-2.93433182950253","-2.93433182950253","-2.93433182950253","-1.4801715880279456","-1.4801715880279456","-1.4801715880279456","-2.1969191424696057","-2.1969191424696057","-2.1969191424696057","-2.2564594237762097","-2.2564594237762097","-2.2564594237762097"
"17000","-2.005053173501835","-2.005053173501835","-2.005053173501835","-1.479375397061839","-1.479375397061839","-1.479375397061839","-3.3098901268217853","-3.3098901268217853","-3.3098901268217853","-3.2520641269776163","-3.2520641269776163","-3.2520641269776163","-2.4927372496262428","-2.4927372496262428","-2.4927372496262428","-1.984374056891891","-1.984374056891891","-1.984374056891891","-1.6163821547102022","-1.6163821547102022","-1.6163821547102022","-2.773854354727663","-2.773854354727663","-2.773854354727663","-1.7280603370662746","-1.7280603370662746","-1.7280603370662746","-2.0374802726772976","-2.0374802726772976","-2.0374802726772976"
"17500","-3.208494942258967","-3.208494942258967","-3.208494942258967","-1.6554626045393692","-1.6554626045393692","-1.6554626045393692","-2.287943314104678","-2.287943314104678","-2.287943314104678","-2.4924779765077383","-2.4924779765077383","-2.4924779765077383","-2.764368310776204","-2.764368310776204","-2.764368310776204","-2.268760028308228","-2.268760028308228","-2.268760028308228","-2.383377750515887","-2.383377750515887","-2.383377750515887","-1.679471759573237","-1.679471759573237","-1.679471759573237","-1.8488209836617657","-1.8488209836617657","-1.8488209836617657","-1.898464171066836","-1.898464171066836","-1.898464171066836"
"18000","-1.5739513071438735","-1.5739513071438735","-1.5739513071438735","-1.642937832419424","-1.642937832419424","-1.642937832419424","-2.266378235786771","-2.266378235786771","-2.266378235786771","-3.341685608975278","-3.341685608975278","-3.341685608975278","-3.6365782846594","-3.6365782846594","-3.6365782846594","-2.0458900315368997","-2.0458900315368997","-2.0458900315368997","-2.856814957620464","-2.856814957620464","-2.856814957620464","-1.7061697680815218","-1.7061697680815218","-1.7061697680815218","-2.108176848326509","-2.108176848326509","-2.108176848326509","-2.144359242238318","-2.144359242238318","-2.144359242238318"
"18500","-2.805517807919272","-2.805517807919272","-2.805517807919272","-1.8280051670765","-1.8280051670765","-1.8280051670765","-1.937327583257226","-1.937327583257226","-1.937327583257226","-2.7215028732473385","-2.7215028732473385","-2.7215028732473385","-3.5647296938845003","-3.5647296938845003","-3.5647296938845003","-3.052958059131092","-3.052958059131092","-3.052958059131092","-1.8345899564101558","-1.8345899564101558","-1.8345899564101558","-1.7906260423880966","-1.7906260423880966","-1.7906260423880966","-1.4492967330026993","-1.4492967330026993","-1.4492967330026993","-2.4585201108456305","-2.4585201108456305","-2.4585201108456305"
"19000","-1.5098706266076765","-1.5098706266076765","-1.5098706266076765","-1.6650369877047797","-1.6650369877047797","-1.6650369877047797","-2.437772719186549","-2.437772719186549","-2.437772719186549","-2.102727812265254","-2.102727812265254","-2.102727812265254","-3.0324535356767814","-3.0324535356767814","-3.0324535356767814","-2.6344595454153987","-2.6344595454153987","-2.6344595454153987","-3.242628889629304","-3.242628889629304","-3.242628889629304","-1.9638555169471972","-1.9638555169471972","-1.9638555169471972","-1.2609943360656408","-1.2609943360656408","-1.2609943360656408","-6.1128323999604355","-6.1128323999604355","-6.1128323999604355"
"19500","-1.8013441196695623","-1.8013441196695623","-1.8013441196695623","-2.813911864621614","-2.813911864621614","-2.813911864621614","-2.3726669691966626","-2.3726669691966626","-2.3726669691966626","-2.170210857904157","-2.170210857904157","-2.170210857904157","-2.640407179290677","-2.640407179290677","-2.640407179290677","-3.4481847628919184","-3.4481847628919184","-3.4481847628919184","-1.6374176477225781","-1.6374176477225781","-1.6374176477225781","-3.591581097681091","-3.591581097681091","-3.591581097681091","-2.5773555325687894","-2.5773555325687894","-2.5773555325687894","-2.437866011267494","-2.437866011267494","-2.437866011267494"
"20000","-3.2447360939079033","-3.2447360939079033","-3.2447360939079033","-2.166475269070761","-2.166475269070761","-2.166475269070761","-2.4393285576186647","-2.4393285576186647","-2.4393285576186647","-3.7276932484604237","-3.7276932484604237","-3.7276932484604237","-5.950634162389728","-5.950634162389728","-5.950634162389728","-1.5192840412187831","-1.5192840412187831","-1.5192840412187831","-2.225626574890249","-2.225626574890249","-2.225626574890249","-2.455636913907537","-2.455636913907537","-2.455636913907537","-1.8039703736173884","-1.8039703736173884","-1.8039703736173884","-3.433745872520018","-3.433745872520018","-3.433745872520018"
