"Step","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward__MAX"
"15900","-142.50887682271193","-142.50887682271193","-142.50887682271193","-192.61707207030813","-192.61707207030813","-192.61707207030813","-217.303970520956","-217.303970520956","-217.303970520956","-209.75561089288126","-209.75561089288126","-209.75561089288126","-144.61249924753469","-144.61249924753469","-144.61249924753469","-144.3595879868975","-144.3595879868975","-144.3595879868975","-190.13151096316398","-190.13151096316398","-190.13151096316398","-96.74967147074736","-96.74967147074736","-96.74967147074736","-169.18238482839655","-169.18238482839655","-169.18238482839655","-130.1682152801314","-130.1682152801314","-130.1682152801314","-142.43961876602947","-142.43961876602947","-142.43961876602947","-169.63839529010812","-169.63839529010812","-169.63839529010812","-123.68213909048805","-123.68213909048805","-123.68213909048805","-207.43670074447488","-207.43670074447488","-207.43670074447488","-168.24092955113446","-168.24092955113446","-168.24092955113446","-123.78434849637145","-123.78434849637145","-123.78434849637145","-144.48695167493125","-144.48695167493125","-144.48695167493125","-120.17593459310396","-120.17593459310396","-120.17593459310396","-173.34634711192706","-173.34634711192706","-173.34634711192706","-121.10115128556939","-121.10115128556939","-121.10115128556939"
"16200","-141.84158567688252","-141.84158567688252","-141.84158567688252","-192.3014267757333","-192.3014267757333","-192.3014267757333","-217.09833564130045","-217.09833564130045","-217.09833564130045","-213.02948975429518","-213.02948975429518","-213.02948975429518","-144.65805055393218","-144.65805055393218","-144.65805055393218","-144.12229714984727","-144.12229714984727","-144.12229714984727","-189.11335602214373","-189.11335602214373","-189.11335602214373","-96.99194468920392","-96.99194468920392","-96.99194468920392","-169.1837455445913","-169.1837455445913","-169.1837455445913","-130.71398406651736","-130.71398406651736","-130.71398406651736","-142.1175129834177","-142.1175129834177","-142.1175129834177","-169.50336953161246","-169.50336953161246","-169.50336953161246","-122.99318541784946","-122.99318541784946","-122.99318541784946","-207.31375919846695","-207.31375919846695","-207.31375919846695","-168.1783559857833","-168.1783559857833","-168.1783559857833","-124.1574229755337","-124.1574229755337","-124.1574229755337","-142.84587541247964","-142.84587541247964","-142.84587541247964","-119.8853517087797","-119.8853517087797","-119.8853517087797","-173.04553968776403","-173.04553968776403","-173.04553968776403","-121.00132756474238","-121.00132756474238","-121.00132756474238"
"16500","-142.51860928216365","-142.51860928216365","-142.51860928216365","-191.3436266662127","-191.3436266662127","-191.3436266662127","-218.09322329547143","-218.09322329547143","-218.09322329547143","-212.21190796666215","-212.21190796666215","-212.21190796666215","-145.1363484436914","-145.1363484436914","-145.1363484436914","-144.9025689502567","-144.9025689502567","-144.9025689502567","-189.80724699995983","-189.80724699995983","-189.80724699995983","-97.17379231828691","-97.17379231828691","-97.17379231828691","-169.29766520685862","-169.29766520685862","-169.29766520685862","-129.63888494294386","-129.63888494294386","-129.63888494294386","-142.53586322601512","-142.53586322601512","-142.53586322601512","-169.0272775759102","-169.0272775759102","-169.0272775759102","-123.13395700586548","-123.13395700586548","-123.13395700586548","-208.79280588923274","-208.79280588923274","-208.79280588923274","-167.9656621765509","-167.9656621765509","-167.9656621765509","-122.46218934596818","-122.46218934596818","-122.46218934596818","-142.7054235459687","-142.7054235459687","-142.7054235459687","-119.9145119498603","-119.9145119498603","-119.9145119498603","-173.20762039598452","-173.20762039598452","-173.20762039598452","-121.3316245875184","-121.3316245875184","-121.3316245875184"
"16800","-142.44402775822843","-142.44402775822843","-142.44402775822843","-191.9317277866736","-191.9317277866736","-191.9317277866736","-218.5901610942602","-218.5901610942602","-218.5901610942602","-209.52001842524032","-209.52001842524032","-209.52001842524032","-144.84158343178186","-144.84158343178186","-144.84158343178186","-144.9921288777742","-144.9921288777742","-144.9921288777742","-189.0310823693216","-189.0310823693216","-189.0310823693216","-96.17001324567609","-96.17001324567609","-96.17001324567609","-168.77533579498882","-168.77533579498882","-168.77533579498882","-129.4336748886959","-129.4336748886959","-129.4336748886959","-142.3970266835029","-142.3970266835029","-142.3970266835029","-168.84842336625752","-168.84842336625752","-168.84842336625752","-122.84528076621015","-122.84528076621015","-122.84528076621015","-209.2644752439447","-209.2644752439447","-209.2644752439447","-168.3692043264619","-168.3692043264619","-168.3692043264619","-121.97286289161939","-121.97286289161939","-121.97286289161939","-143.21490538538413","-143.21490538538413","-143.21490538538413","-119.96223835155959","-119.96223835155959","-119.96223835155959","-173.5805524553312","-173.5805524553312","-173.5805524553312","-121.4094288323727","-121.4094288323727","-121.4094288323727"
"17100","-142.95022107929913","-142.95022107929913","-142.95022107929913","-192.1056729869836","-192.1056729869836","-192.1056729869836","-220.10365308179524","-220.10365308179524","-220.10365308179524","-215.43993912620599","-215.43993912620599","-215.43993912620599","-144.28476105982017","-144.28476105982017","-144.28476105982017","-144.87549980155376","-144.87549980155376","-144.87549980155376","-188.5599159902029","-188.5599159902029","-188.5599159902029","-96.91045786650207","-96.91045786650207","-96.91045786650207","-168.33580224878617","-168.33580224878617","-168.33580224878617","-129.25611971705445","-129.25611971705445","-129.25611971705445","-141.6944024196947","-141.6944024196947","-141.6944024196947","-168.16029403174704","-168.16029403174704","-168.16029403174704","-122.60973994193282","-122.60973994193282","-122.60973994193282","-207.3749159328576","-207.3749159328576","-207.3749159328576","-167.23803821155835","-167.23803821155835","-167.23803821155835","-122.57675376636905","-122.57675376636905","-122.57675376636905","-142.23021451597828","-142.23021451597828","-142.23021451597828","-119.710355454385","-119.710355454385","-119.710355454385","-173.57747430711612","-173.57747430711612","-173.57747430711612","-121.65757444067444","-121.65757444067444","-121.65757444067444"
"17400","-143.0096897613921","-143.0096897613921","-143.0096897613921","-193.92293837264918","-193.92293837264918","-193.92293837264918","-217.2989896239083","-217.2989896239083","-217.2989896239083","-210.0137961179609","-210.0137961179609","-210.0137961179609","-145.00080418287243","-145.00080418287243","-145.00080418287243","-144.9086157340661","-144.9086157340661","-144.9086157340661","-188.79336116499462","-188.79336116499462","-188.79336116499462","-96.85474763594863","-96.85474763594863","-96.85474763594863","-168.55146793785175","-168.55146793785175","-168.55146793785175","-129.9627387035384","-129.9627387035384","-129.9627387035384","-141.87031109711873","-141.87031109711873","-141.87031109711873","-168.1469340301109","-168.1469340301109","-168.1469340301109","-123.20948940129657","-123.20948940129657","-123.20948940129657","-207.34175308051508","-207.34175308051508","-207.34175308051508","-168.19676124104515","-168.19676124104515","-168.19676124104515","-121.22644940029818","-121.22644940029818","-121.22644940029818","-143.1688303607526","-143.1688303607526","-143.1688303607526","-119.86843517778104","-119.86843517778104","-119.86843517778104","-173.77549855413963","-173.77549855413963","-173.77549855413963","-121.56831511169746","-121.56831511169746","-121.56831511169746"
"17700","-143.1011842298305","-143.1011842298305","-143.1011842298305","-194.2730603798846","-194.2730603798846","-194.2730603798846","-216.93056227276605","-216.93056227276605","-216.93056227276605","-209.19873109016385","-209.19873109016385","-209.19873109016385","-144.9966740620012","-144.9966740620012","-144.9966740620012","-144.12934752642718","-144.12934752642718","-144.12934752642718","-188.78550292997718","-188.78550292997718","-188.78550292997718","-96.96916508197106","-96.96916508197106","-96.96916508197106","-168.42325317877408","-168.42325317877408","-168.42325317877408","-129.51048616039358","-129.51048616039358","-129.51048616039358","-142.49727616886162","-142.49727616886162","-142.49727616886162","-168.4782783881464","-168.4782783881464","-168.4782783881464","-122.28507803878927","-122.28507803878927","-122.28507803878927","-206.8207418401471","-206.8207418401471","-206.8207418401471","-168.2115856269938","-168.2115856269938","-168.2115856269938","-122.86828755310196","-122.86828755310196","-122.86828755310196","-142.23494381900997","-142.23494381900997","-142.23494381900997","-119.70833075716885","-119.70833075716885","-119.70833075716885","-173.28935690616686","-173.28935690616686","-173.28935690616686","-121.72337513366824","-121.72337513366824","-121.72337513366824"
"18000","-143.09882504940887","-143.09882504940887","-143.09882504940887","-195.502751940803","-195.502751940803","-195.502751940803","-216.5013602981765","-216.5013602981765","-216.5013602981765","-210.65288822461554","-210.65288822461554","-210.65288822461554","-144.6914051706292","-144.6914051706292","-144.6914051706292","-144.3365852214559","-144.3365852214559","-144.3365852214559","-188.70420019896375","-188.70420019896375","-188.70420019896375","-97.24380323493591","-97.24380323493591","-97.24380323493591","-169.24700190921703","-169.24700190921703","-169.24700190921703","-129.86996564782797","-129.86996564782797","-129.86996564782797","-142.48190503827402","-142.48190503827402","-142.48190503827402","-167.9418100575339","-167.9418100575339","-167.9418100575339","-125.26382347024085","-125.26382347024085","-125.26382347024085","-208.68971595342268","-208.68971595342268","-208.68971595342268","-167.38564335681403","-167.38564335681403","-167.38564335681403","-124.1675633652972","-124.1675633652972","-124.1675633652972","-142.88859727259083","-142.88859727259083","-142.88859727259083","-120.0050573332239","-120.0050573332239","-120.0050573332239","-174.4139129735583","-174.4139129735583","-174.4139129735583","-121.80290209854249","-121.80290209854249","-121.80290209854249"
"18300","-143.01052910875165","-143.01052910875165","-143.01052910875165","-194.02199745045047","-194.02199745045047","-194.02199745045047","-216.9305664595353","-216.9305664595353","-216.9305664595353","-209.82337860661892","-209.82337860661892","-209.82337860661892","-145.179596602939","-145.179596602939","-145.179596602939","-144.50717139294642","-144.50717139294642","-144.50717139294642","-188.6965332370075","-188.6965332370075","-188.6965332370075","-97.1715192881888","-97.1715192881888","-97.1715192881888","-168.3702062372714","-168.3702062372714","-168.3702062372714","-129.68902039648677","-129.68902039648677","-129.68902039648677","-142.57736142744093","-142.57736142744093","-142.57736142744093","-168.39094311968626","-168.39094311968626","-168.39094311968626","-124.70780222877977","-124.70780222877977","-124.70780222877977","-207.41319067364006","-207.41319067364006","-207.41319067364006","-167.49468428406718","-167.49468428406718","-167.49468428406718","-122.69656598974466","-122.69656598974466","-122.69656598974466","-142.14715914784745","-142.14715914784745","-142.14715914784745","-119.88156491276831","-119.88156491276831","-119.88156491276831","-173.79537757587127","-173.79537757587127","-173.79537757587127","-122.27584500997486","-122.27584500997486","-122.27584500997486"
"18600","-142.99522440773816","-142.99522440773816","-142.99522440773816","-194.66890121779005","-194.66890121779005","-194.66890121779005","-217.0669846082074","-217.0669846082074","-217.0669846082074","-208.62847345593553","-208.62847345593553","-208.62847345593553","-145.62830914024408","-145.62830914024408","-145.62830914024408","-144.26332231175834","-144.26332231175834","-144.26332231175834","-188.74396907442775","-188.74396907442775","-188.74396907442775","-97.34242451171524","-97.34242451171524","-97.34242451171524","-168.27479064873347","-168.27479064873347","-168.27479064873347","-129.8970692290241","-129.8970692290241","-129.8970692290241","-142.01927763159657","-142.01927763159657","-142.01927763159657","-167.88038260208327","-167.88038260208327","-167.88038260208327","-124.39775508145962","-124.39775508145962","-124.39775508145962","-207.3144077683002","-207.3144077683002","-207.3144077683002","-167.63289706530352","-167.63289706530352","-167.63289706530352","-122.13691373150353","-122.13691373150353","-122.13691373150353","-142.1621138720771","-142.1621138720771","-142.1621138720771","-120.2554927248082","-120.2554927248082","-120.2554927248082","-173.3165013724735","-173.3165013724735","-173.3165013724735","-122.10221556806592","-122.10221556806592","-122.10221556806592"
"18900","-143.1339416642557","-143.1339416642557","-143.1339416642557","-194.34064263428937","-194.34064263428937","-194.34064263428937","-216.47118205932452","-216.47118205932452","-216.47118205932452","-210.23980379219051","-210.23980379219051","-210.23980379219051","-146.25252211641765","-146.25252211641765","-146.25252211641765","-144.52107724287558","-144.52107724287558","-144.52107724287558","-188.6028929471782","-188.6028929471782","-188.6028929471782","-97.55198638313884","-97.55198638313884","-97.55198638313884","-169.70580450775554","-169.70580450775554","-169.70580450775554","-133.0832683243305","-133.0832683243305","-133.0832683243305","-142.0869409813387","-142.0869409813387","-142.0869409813387","-168.5253719622173","-168.5253719622173","-168.5253719622173","-123.21282786837006","-123.21282786837006","-123.21282786837006","-206.08604742480316","-206.08604742480316","-206.08604742480316","-167.5499917424375","-167.5499917424375","-167.5499917424375","-123.25993676138269","-123.25993676138269","-123.25993676138269","-142.2426583622009","-142.2426583622009","-142.2426583622009","-119.92883646287603","-119.92883646287603","-119.92883646287603","-173.99668514407867","-173.99668514407867","-173.99668514407867","-122.3920749142749","-122.3920749142749","-122.3920749142749"
"19200","-143.03149362354662","-143.03149362354662","-143.03149362354662","-195.54751957985022","-195.54751957985022","-195.54751957985022","-218.6638662517044","-218.6638662517044","-218.6638662517044","-210.192871684402","-210.192871684402","-210.192871684402","-146.29247124313002","-146.29247124313002","-146.29247124313002","-144.3262614970333","-144.3262614970333","-144.3262614970333","-188.82928809318716","-188.82928809318716","-188.82928809318716","-97.61206483637014","-97.61206483637014","-97.61206483637014","-169.04352415096352","-169.04352415096352","-169.04352415096352","-131.8263972600932","-131.8263972600932","-131.8263972600932","-142.08060862288463","-142.08060862288463","-142.08060862288463","-168.88976962637798","-168.88976962637798","-168.88976962637798","-122.0556726719719","-122.0556726719719","-122.0556726719719","-206.72918114023173","-206.72918114023173","-206.72918114023173","-167.49342209113024","-167.49342209113024","-167.49342209113024","-121.829955215667","-121.829955215667","-121.829955215667","-142.53770531838","-142.53770531838","-142.53770531838","-119.90675618930126","-119.90675618930126","-119.90675618930126","-174.12443293261546","-174.12443293261546","-174.12443293261546","-122.06826156653563","-122.06826156653563","-122.06826156653563"
"19500","-142.9683602653683","-142.9683602653683","-142.9683602653683","-194.63524358370643","-194.63524358370643","-194.63524358370643","-216.51987822823662","-216.51987822823662","-216.51987822823662","-209.0809686201655","-209.0809686201655","-209.0809686201655","-145.24824249200887","-145.24824249200887","-145.24824249200887","-144.40703382180328","-144.40703382180328","-144.40703382180328","-188.75549133421364","-188.75549133421364","-188.75549133421364","-97.55009836564426","-97.55009836564426","-97.55009836564426","-169.88643771851065","-169.88643771851065","-169.88643771851065","-131.738444115966","-131.738444115966","-131.738444115966","-142.3230631012225","-142.3230631012225","-142.3230631012225","-168.71939663912795","-168.71939663912795","-168.71939663912795","-122.10769045457178","-122.10769045457178","-122.10769045457178","-206.46570984769718","-206.46570984769718","-206.46570984769718","-167.57624798240062","-167.57624798240062","-167.57624798240062","-121.77746029210411","-121.77746029210411","-121.77746029210411","-142.12899747964138","-142.12899747964138","-142.12899747964138","-119.98931736274719","-119.98931736274719","-119.98931736274719","-175.03538431004614","-175.03538431004614","-175.03538431004614","-121.66077801042734","-121.66077801042734","-121.66077801042734"
"19800","-143.09806778403504","-143.09806778403504","-143.09806778403504","-190.78179686111926","-190.78179686111926","-190.78179686111926","-216.5519204577669","-216.5519204577669","-216.5519204577669","-213.14780801786247","-213.14780801786247","-213.14780801786247","-145.6797159443261","-145.6797159443261","-145.6797159443261","-144.76889123110342","-144.76889123110342","-144.76889123110342","-188.16247107058854","-188.16247107058854","-188.16247107058854","-98.25314222549675","-98.25314222549675","-98.25314222549675","-169.9513915778634","-169.9513915778634","-169.9513915778634","-131.8733961121202","-131.8733961121202","-131.8733961121202","-142.64483773120304","-142.64483773120304","-142.64483773120304","-168.79291643353258","-168.79291643353258","-168.79291643353258","-121.84403428239","-121.84403428239","-121.84403428239","-207.14528354105178","-207.14528354105178","-207.14528354105178","-167.4980988002545","-167.4980988002545","-167.4980988002545","-123.5332729463978","-123.5332729463978","-123.5332729463978","-142.1964473632518","-142.1964473632518","-142.1964473632518","-120.24964974865873","-120.24964974865873","-120.24964974865873","-174.8662387526174","-174.8662387526174","-174.8662387526174","-121.72759975711051","-121.72759975711051","-121.72759975711051"
"20100","-143.11207270497152","-143.11207270497152","-143.11207270497152","-189.86867557236087","-189.86867557236087","-189.86867557236087","-216.2364805521882","-216.2364805521882","-216.2364805521882","-209.8394394262569","-209.8394394262569","-209.8394394262569","-145.57046694868563","-145.57046694868563","-145.57046694868563","-144.91072442790465","-144.91072442790465","-144.91072442790465","-188.1271423260539","-188.1271423260539","-188.1271423260539","-98.37751359638078","-98.37751359638078","-98.37751359638078","-169.09000775495315","-169.09000775495315","-169.09000775495315","-132.25491046050527","-132.25491046050527","-132.25491046050527","-142.52439092799796","-142.52439092799796","-142.52439092799796","-168.463741522363","-168.463741522363","-168.463741522363","-121.60276905243795","-121.60276905243795","-121.60276905243795","-207.52120243526934","-207.52120243526934","-207.52120243526934","-167.4907804942223","-167.4907804942223","-167.4907804942223","-122.08663906794558","-122.08663906794558","-122.08663906794558","-142.00960605953276","-142.00960605953276","-142.00960605953276","-120.47306991757861","-120.47306991757861","-120.47306991757861","-175.20654339368403","-175.20654339368403","-175.20654339368403","-121.99407586605105","-121.99407586605105","-121.99407586605105"
"20400","-142.92264392113663","-142.92264392113663","-142.92264392113663","-190.3066977158316","-190.3066977158316","-190.3066977158316","-217.06870205989475","-217.06870205989475","-217.06870205989475","-209.9744364717942","-209.9744364717942","-209.9744364717942","-147.3178271330575","-147.3178271330575","-147.3178271330575","-144.0520506318441","-144.0520506318441","-144.0520506318441","-188.08233730185324","-188.08233730185324","-188.08233730185324","-98.3059791642376","-98.3059791642376","-98.3059791642376","-168.88418529056202","-168.88418529056202","-168.88418529056202","-131.3950525158966","-131.3950525158966","-131.3950525158966","-142.44432661852252","-142.44432661852252","-142.44432661852252","-168.2224105506828","-168.2224105506828","-168.2224105506828","-121.13088273742626","-121.13088273742626","-121.13088273742626","-207.2069247617364","-207.2069247617364","-207.2069247617364","-167.4759867859779","-167.4759867859779","-167.4759867859779","-121.38989294115436","-121.38989294115436","-121.38989294115436","-141.9439898700166","-141.9439898700166","-141.9439898700166","-120.47089237136584","-120.47089237136584","-120.47089237136584","-174.1991985734149","-174.1991985734149","-174.1991985734149","-122.09616032794608","-122.09616032794608","-122.09616032794608"
"20700","-142.8652442630559","-142.8652442630559","-142.8652442630559","-190.2932580863241","-190.2932580863241","-190.2932580863241","-217.9363675176791","-217.9363675176791","-217.9363675176791","-211.2310879391078","-211.2310879391078","-211.2310879391078","-146.88810788784843","-146.88810788784843","-146.88810788784843","-143.07819398477088","-143.07819398477088","-143.07819398477088","-187.8376482411786","-187.8376482411786","-187.8376482411786","-97.96440622945676","-97.96440622945676","-97.96440622945676","-169.0389990485205","-169.0389990485205","-169.0389990485205","-132.54938140122113","-132.54938140122113","-132.54938140122113","-142.55268506201878","-142.55268506201878","-142.55268506201878","-168.18748089533386","-168.18748089533386","-168.18748089533386","-121.73909470811569","-121.73909470811569","-121.73909470811569","-206.66224824959642","-206.66224824959642","-206.66224824959642","-167.5161548207037","-167.5161548207037","-167.5161548207037","-121.60270985854656","-121.60270985854656","-121.60270985854656","-141.7318409273105","-141.7318409273105","-141.7318409273105","-120.47019694607293","-120.47019694607293","-120.47019694607293","-175.6825986321288","-175.6825986321288","-175.6825986321288","-121.25489355566587","-121.25489355566587","-121.25489355566587"
"21000","-143.0479121121535","-143.0479121121535","-143.0479121121535","-190.31221954374942","-190.31221954374942","-190.31221954374942","-218.08403518244126","-218.08403518244126","-218.08403518244126","-211.16421851599048","-211.16421851599048","-211.16421851599048","-147.53097967619675","-147.53097967619675","-147.53097967619675","-142.46484465420485","-142.46484465420485","-142.46484465420485","-188.02568682543227","-188.02568682543227","-188.02568682543227","-98.56712290087532","-98.56712290087532","-98.56712290087532","-168.90794839403924","-168.90794839403924","-168.90794839403924","-132.33409889399763","-132.33409889399763","-132.33409889399763","-142.84698663806236","-142.84698663806236","-142.84698663806236","-168.144151415731","-168.144151415731","-168.144151415731","-121.81485713496579","-121.81485713496579","-121.81485713496579","-206.7244011850517","-206.7244011850517","-206.7244011850517","-167.54801684151516","-167.54801684151516","-167.54801684151516","-121.75252088399793","-121.75252088399793","-121.75252088399793","-141.76038589160902","-141.76038589160902","-141.76038589160902","-120.47442337010493","-120.47442337010493","-120.47442337010493","-176.30036512418565","-176.30036512418565","-176.30036512418565","-120.19713213857578","-120.19713213857578","-120.19713213857578"
"21300","-143.25503438892042","-143.25503438892042","-143.25503438892042","-190.4334526036202","-190.4334526036202","-190.4334526036202","-217.74392280966399","-217.74392280966399","-217.74392280966399","-209.86790496468143","-209.86790496468143","-209.86790496468143","-147.6471921343172","-147.6471921343172","-147.6471921343172","-142.7494505691228","-142.7494505691228","-142.7494505691228","-187.88273395517322","-187.88273395517322","-187.88273395517322","-98.6624081549414","-98.6624081549414","-98.6624081549414","-169.7116027310182","-169.7116027310182","-169.7116027310182","-134.87313464907066","-134.87313464907066","-134.87313464907066","-142.80911221128724","-142.80911221128724","-142.80911221128724","-168.2251394502978","-168.2251394502978","-168.2251394502978","-122.60579898660936","-122.60579898660936","-122.60579898660936","-206.57048539880216","-206.57048539880216","-206.57048539880216","-167.56218225169854","-167.56218225169854","-167.56218225169854","-121.35907587705125","-121.35907587705125","-121.35907587705125","-141.70338415478213","-141.70338415478213","-141.70338415478213","-120.24153719256749","-120.24153719256749","-120.24153719256749","-175.4713042192182","-175.4713042192182","-175.4713042192182","-120.56667512261599","-120.56667512261599","-120.56667512261599"
"21600","-143.18853978066846","-143.18853978066846","-143.18853978066846","-190.7033363888049","-190.7033363888049","-190.7033363888049","-218.3077220636285","-218.3077220636285","-218.3077220636285","-210.82130949700166","-210.82130949700166","-210.82130949700166","-147.5027868820918","-147.5027868820918","-147.5027868820918","-142.3613416591314","-142.3613416591314","-142.3613416591314","-187.7460646191285","-187.7460646191285","-187.7460646191285","-98.72426471687865","-98.72426471687865","-98.72426471687865","-169.6289285328578","-169.6289285328578","-169.6289285328578","-134.33094637082792","-134.33094637082792","-134.33094637082792","-142.84118557966485","-142.84118557966485","-142.84118557966485","-168.0188998190576","-168.0188998190576","-168.0188998190576","-121.7816298484245","-121.7816298484245","-121.7816298484245","-207.07969352846567","-207.07969352846567","-207.07969352846567","-167.76805650629706","-167.76805650629706","-167.76805650629706","-121.75720556650427","-121.75720556650427","-121.75720556650427","-141.60521467888378","-141.60521467888378","-141.60521467888378","-120.28669720383724","-120.28669720383724","-120.28669720383724","-175.5973833394535","-175.5973833394535","-175.5973833394535","-120.5993613693749","-120.5993613693749","-120.5993613693749"
"21900","-142.89932695605293","-142.89932695605293","-142.89932695605293","-190.7563550218193","-190.7563550218193","-190.7563550218193","-221.1404223731469","-221.1404223731469","-221.1404223731469","-210.75777836152162","-210.75777836152162","-210.75777836152162","-147.4356542825403","-147.4356542825403","-147.4356542825403","-143.07680771156885","-143.07680771156885","-143.07680771156885","-187.9280782344119","-187.9280782344119","-187.9280782344119","-98.97424701810475","-98.97424701810475","-98.97424701810475","-169.84477354681638","-169.84477354681638","-169.84477354681638","-131.16342077067034","-131.16342077067034","-131.16342077067034","-142.71357127427723","-142.71357127427723","-142.71357127427723","-169.2630636458246","-169.2630636458246","-169.2630636458246","-122.10611922553127","-122.10611922553127","-122.10611922553127","-206.70365630875526","-206.70365630875526","-206.70365630875526","-167.68520275453616","-167.68520275453616","-167.68520275453616","-121.17894328367122","-121.17894328367122","-121.17894328367122","-141.75689337259033","-141.75689337259033","-141.75689337259033","-120.08773189352546","-120.08773189352546","-120.08773189352546","-176.18847546658927","-176.18847546658927","-176.18847546658927","-120.39503875736702","-120.39503875736702","-120.39503875736702"
"22200","-142.5133695284742","-142.5133695284742","-142.5133695284742","-190.25125500326553","-190.25125500326553","-190.25125500326553","-215.50912826351941","-215.50912826351941","-215.50912826351941","-210.84232708908274","-210.84232708908274","-210.84232708908274","-147.42176720324386","-147.42176720324386","-147.42176720324386","-142.32561347833933","-142.32561347833933","-142.32561347833933","-187.74676465095087","-187.74676465095087","-187.74676465095087","-99.42232927449508","-99.42232927449508","-99.42232927449508","-170.22358432206568","-170.22358432206568","-170.22358432206568","-130.74398527753243","-130.74398527753243","-130.74398527753243","-142.60630769462622","-142.60630769462622","-142.60630769462622","-168.9114521426517","-168.9114521426517","-168.9114521426517","-122.13622724154202","-122.13622724154202","-122.13622724154202","-206.60108465387134","-206.60108465387134","-206.60108465387134","-168.0145795853786","-168.0145795853786","-168.0145795853786","-121.6077240010989","-121.6077240010989","-121.6077240010989","-141.7856484229864","-141.7856484229864","-141.7856484229864","-120.45595549262448","-120.45595549262448","-120.45595549262448","-175.95295013796675","-175.95295013796675","-175.95295013796675","-120.32949378659858","-120.32949378659858","-120.32949378659858"
