"Step","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward__MAX"
"23400","-151.35299287540374","-151.35299287540374","-151.35299287540374","-181.3403259539599","-181.3403259539599","-181.3403259539599","-153.78645866628784","-153.78645866628784","-153.78645866628784","-586.6708767997103","-586.6708767997103","-586.6708767997103","-656.75186834817","-656.75186834817","-656.75186834817","-497.52016807166217","-497.52016807166217","-497.52016807166217","-322.4556362356014","-322.4556362356014","-322.4556362356014","-126.6223208798626","-126.6223208798626","-126.6223208798626","-358.20374695454825","-358.20374695454825","-358.20374695454825","-205.44822380277714","-205.44822380277714","-205.44822380277714"
"23700","-227.03831565292512","-227.03831565292512","-227.03831565292512","-234.87609421049737","-234.87609421049737","-234.87609421049737","-354.16761948430053","-354.16761948430053","-354.16761948430053","-600.4808144820427","-600.4808144820427","-600.4808144820427","-743.9461853915283","-743.9461853915283","-743.9461853915283","-493.89696957672743","-493.89696957672743","-493.89696957672743","-222.09227585038116","-222.09227585038116","-222.09227585038116","-125.2020669147976","-125.2020669147976","-125.2020669147976","-308.43382438353603","-308.43382438353603","-308.43382438353603","-202.51350269497337","-202.51350269497337","-202.51350269497337"
"24000","-152.90913890761936","-152.90913890761936","-152.90913890761936","-234.41475411452205","-234.41475411452205","-234.41475411452205","-327.542325746503","-327.542325746503","-327.542325746503","-562.5947986033344","-562.5947986033344","-562.5947986033344","-772.7099191282773","-772.7099191282773","-772.7099191282773","-476.2085853889066","-476.2085853889066","-476.2085853889066","-247.97376909677828","-247.97376909677828","-247.97376909677828","-125.84110678448704","-125.84110678448704","-125.84110678448704","-184.68936874352988","-184.68936874352988","-184.68936874352988","-148.99384927504494","-148.99384927504494","-148.99384927504494"
"24300","-177.3602387637675","-177.3602387637675","-177.3602387637675","-261.4804659524495","-261.4804659524495","-261.4804659524495","-328.6900284640812","-328.6900284640812","-328.6900284640812","-388.1267397708617","-388.1267397708617","-388.1267397708617","-767.8663234488157","-767.8663234488157","-767.8663234488157","-377.6353784466805","-377.6353784466805","-377.6353784466805","-171.9259685578102","-171.9259685578102","-171.9259685578102","-125.72088813935011","-125.72088813935011","-125.72088813935011","-234.10123016037443","-234.10123016037443","-234.10123016037443","-174.8292003684689","-174.8292003684689","-174.8292003684689"
"24600","-203.42908888199804","-203.42908888199804","-203.42908888199804","-208.3605909364977","-208.3605909364977","-208.3605909364977","-384.2678382581404","-384.2678382581404","-384.2678382581404","-438.64050298664444","-438.64050298664444","-438.64050298664444","-758.8398996255445","-758.8398996255445","-758.8398996255445","-403.4018382161254","-403.4018382161254","-403.4018382161254","-146.78578917683294","-146.78578917683294","-146.78578917683294","-125.34351146964896","-125.34351146964896","-125.34351146964896","-233.5120338564706","-233.5120338564706","-233.5120338564706","-298.569515404733","-298.569515404733","-298.569515404733"
"24900","-178.24916124652958","-178.24916124652958","-178.24916124652958","-235.83703293024632","-235.83703293024632","-235.83703293024632","-375.66192391876655","-375.66192391876655","-375.66192391876655","-564.2554927572468","-564.2554927572468","-564.2554927572468","-766.08739582669","-766.08739582669","-766.08739582669","-427.43506471302754","-427.43506471302754","-427.43506471302754","-146.1145507485709","-146.1145507485709","-146.1145507485709","-201.9050696507316","-201.9050696507316","-201.9050696507316","-282.355900556414","-282.355900556414","-282.355900556414","-374.38564192695765","-374.38564192695765","-374.38564192695765"
"25200","-153.51069813956954","-153.51069813956954","-153.51069813956954","-237.0466352390537","-237.0466352390537","-237.0466352390537","-473.05949570514304","-473.05949570514304","-473.05949570514304","-437.86268518752786","-437.86268518752786","-437.86268518752786","-769.4095709088199","-769.4095709088199","-769.4095709088199","-426.4968750350905","-426.4968750350905","-426.4968750350905","-170.31544293827952","-170.31544293827952","-170.31544293827952","-127.15579986128319","-127.15579986128319","-127.15579986128319","-307.3615850206036","-307.3615850206036","-307.3615850206036","-424.43931175305704","-424.43931175305704","-424.43931175305704"
"25500","-177.85121608491227","-177.85121608491227","-177.85121608491227","-236.2743406260176","-236.2743406260176","-236.2743406260176","-337.88114144590406","-337.88114144590406","-337.88114144590406","-338.01862851856754","-338.01862851856754","-338.01862851856754","-774.6389677632866","-774.6389677632866","-774.6389677632866","-425.47981179533156","-425.47981179533156","-425.47981179533156","-170.29891922572253","-170.29891922572253","-170.29891922572253","-151.98477573433232","-151.98477573433232","-151.98477573433232","-258.0156491285825","-258.0156491285825","-258.0156491285825","-323.98829045382723","-323.98829045382723","-323.98829045382723"
"25800","-278.230664893497","-278.230664893497","-278.230664893497","-236.93371896359622","-236.93371896359622","-236.93371896359622","-255.317886080043","-255.317886080043","-255.317886080043","-495.3384847479277","-495.3384847479277","-495.3384847479277","-707.6690216921404","-707.6690216921404","-707.6690216921404","-462.25290962332474","-462.25290962332474","-462.25290962332474","-272.9929923866688","-272.9929923866688","-272.9929923866688","-125.67655774257715","-125.67655774257715","-125.67655774257715","-308.12474127672556","-308.12474127672556","-308.12474127672556","-374.63614353948793","-374.63614353948793","-374.63614353948793"
"26100","-179.39487878490988","-179.39487878490988","-179.39487878490988","-237.1242305355654","-237.1242305355654","-237.1242305355654","-427.5394829561448","-427.5394829561448","-427.5394829561448","-460.58295001501745","-460.58295001501745","-460.58295001501745","-738.112739511915","-738.112739511915","-738.112739511915","-436.8984836795773","-436.8984836795773","-436.8984836795773","-221.44410999710635","-221.44410999710635","-221.44410999710635","-126.98613402448777","-126.98613402448777","-126.98613402448777","-257.6159836897485","-257.6159836897485","-257.6159836897485","-216.50283229899554","-216.50283229899554","-216.50283229899554"
"26400","-228.05472571487707","-228.05472571487707","-228.05472571487707","-237.03505884509454","-237.03505884509454","-237.03505884509454","-353.7407561462387","-353.7407561462387","-353.7407561462387","-387.2409684690952","-387.2409684690952","-387.2409684690952","-749.4485443607258","-749.4485443607258","-749.4485443607258","-475.6331501815492","-475.6331501815492","-475.6331501815492","-170.90331240716236","-170.90331240716236","-170.90331240716236","-125.36855328283946","-125.36855328283946","-125.36855328283946","-256.97258766130926","-256.97258766130926","-256.97258766130926","-266.5946788161581","-266.5946788161581","-266.5946788161581"
"26700","-278.77459647468675","-278.77459647468675","-278.77459647468675","-237.7021282023555","-237.7021282023555","-237.7021282023555","-524.6653458197861","-524.6653458197861","-524.6653458197861","-412.9879384222507","-412.9879384222507","-412.9879384222507","-731.4382664733732","-731.4382664733732","-731.4382664733732","-476.0377133520809","-476.0377133520809","-476.0377133520809","-247.7772439874954","-247.7772439874954","-247.7772439874954","-126.42777930227211","-126.42777930227211","-126.42777930227211","-256.73044360552467","-256.73044360552467","-256.73044360552467","-175.11728840510474","-175.11728840510474","-175.11728840510474"
"27000","-229.2756134854239","-229.2756134854239","-229.2756134854239","-184.4292211558907","-184.4292211558907","-184.4292211558907","-378.58310475673954","-378.58310475673954","-378.58310475673954","-492.22306766301637","-492.22306766301637","-492.22306766301637","-726.2550443379178","-726.2550443379178","-726.2550443379178","-432.6109268868681","-432.6109268868681","-432.6109268868681","-148.96974689896007","-148.96974689896007","-148.96974689896007","-126.69883073158685","-126.69883073158685","-126.69883073158685","-257.67524028767804","-257.67524028767804","-257.67524028767804","-199.10957270958437","-199.10957270958437","-199.10957270958437"
"27300","-302.46155847322143","-302.46155847322143","-302.46155847322143","-236.39740068024412","-236.39740068024412","-236.39740068024412","-356.43680319934657","-356.43680319934657","-356.43680319934657","-438.1527240582597","-438.1527240582597","-438.1527240582597","-718.6948192732668","-718.6948192732668","-718.6948192732668","-468.5041764217952","-468.5041764217952","-468.5041764217952","-173.93346741152126","-173.93346741152126","-173.93346741152126","-126.17935431476221","-126.17935431476221","-126.17935431476221","-281.7126834910191","-281.7126834910191","-281.7126834910191","-299.7531604503871","-299.7531604503871","-299.7531604503871"
"27600","-258.0606871801206","-258.0606871801206","-258.0606871801206","-237.87091529594687","-237.87091529594687","-237.87091529594687","-378.3770267928321","-378.3770267928321","-378.3770267928321","-462.35241393541526","-462.35241393541526","-462.35241393541526","-733.4559264334968","-733.4559264334968","-733.4559264334968","-517.3980297990464","-517.3980297990464","-517.3980297990464","-171.19192556320965","-171.19192556320965","-171.19192556320965","-125.5001289927266","-125.5001289927266","-125.5001289927266","-282.57991831811216","-282.57991831811216","-282.57991831811216","-302.6692559856587","-302.6692559856587","-302.6692559856587"
"27900","-254.14507449999414","-254.14507449999414","-254.14507449999414","-238.07833066021598","-238.07833066021598","-238.07833066021598","-428.68084259028154","-428.68084259028154","-428.68084259028154","-489.0455283847109","-489.0455283847109","-489.0455283847109","-725.3854202247364","-725.3854202247364","-725.3854202247364","-502.4461506696812","-502.4461506696812","-502.4461506696812","-146.0562575860056","-146.0562575860056","-146.0562575860056","-125.5352531736512","-125.5352531736512","-125.5352531736512","-257.82353792692027","-257.82353792692027","-257.82353792692027","-357.62748553302214","-357.62748553302214","-357.62748553302214"
"28200","-277.5372539108996","-277.5372539108996","-277.5372539108996","-237.26530883077507","-237.26530883077507","-237.26530883077507","-451.3143112010013","-451.3143112010013","-451.3143112010013","-411.23351619895584","-411.23351619895584","-411.23351619895584","-756.6284333482394","-756.6284333482394","-756.6284333482394","-489.6881875593971","-489.6881875593971","-489.6881875593971","-197.80528854498672","-197.80528854498672","-197.80528854498672","-126.25999522668607","-126.25999522668607","-126.25999522668607","-208.58438664762002","-208.58438664762002","-208.58438664762002","-231.2369339793815","-231.2369339793815","-231.2369339793815"
"28500","-254.91277557106264","-254.91277557106264","-254.91277557106264","-211.20323575614597","-211.20323575614597","-211.20323575614597","-306.7619816056041","-306.7619816056041","-306.7619816056041","-386.75289610113","-386.75289610113","-386.75289610113","-755.111282650503","-755.111282650503","-755.111282650503","-501.84972109152494","-501.84972109152494","-501.84972109152494","-246.89910669343573","-246.89910669343573","-246.89910669343573","-124.76315596640254","-124.76315596640254","-124.76315596640254","-233.02716938008575","-233.02716938008575","-233.02716938008575","-200.5480926854491","-200.5480926854491","-200.5480926854491"
"28800","-303.8996039160105","-303.8996039160105","-303.8996039160105","-236.89179947784805","-236.89179947784805","-236.89179947784805","-284.18613595258756","-284.18613595258756","-284.18613595258756","-359.29385806847046","-359.29385806847046","-359.29385806847046","-682.5661501074768","-682.5661501074768","-682.5661501074768","-484.58536749647374","-484.58536749647374","-484.58536749647374","-197.01077605279502","-197.01077605279502","-197.01077605279502","-126.07071820602955","-126.07071820602955","-126.07071820602955","-207.8156154782394","-207.8156154782394","-207.8156154782394","-249.04610943280494","-249.04610943280494","-249.04610943280494"
"29100","-330.0778129849781","-330.0778129849781","-330.0778129849781","-237.45798949156628","-237.45798949156628","-237.45798949156628","-329.19498639420516","-329.19498639420516","-329.19498639420516","-441.62749680095595","-441.62749680095595","-441.62749680095595","-655.1214339941336","-655.1214339941336","-655.1214339941336","-433.91958319288506","-433.91958319288506","-433.91958319288506","-172.28850617174152","-172.28850617174152","-172.28850617174152","-126.34836589014364","-126.34836589014364","-126.34836589014364","-208.32437062461545","-208.32437062461545","-208.32437062461545","-299.8489837011874","-299.8489837011874","-299.8489837011874"
"29400","-354.0390139935187","-354.0390139935187","-354.0390139935187","-237.19354049952773","-237.19354049952773","-237.19354049952773","-308.7640538410032","-308.7640538410032","-308.7640538410032","-262.42169329314993","-262.42169329314993","-262.42169329314993","-681.1631759596685","-681.1631759596685","-681.1631759596685","-525.0551772914537","-525.0551772914537","-525.0551772914537","-145.64908921031787","-145.64908921031787","-145.64908921031787","-126.4188336559389","-126.4188336559389","-126.4188336559389","-232.7374242564055","-232.7374242564055","-232.7374242564055","-200.72170932488","-200.72170932488","-200.72170932488"
"29700","-353.06232496873633","-353.06232496873633","-353.06232496873633","-237.4278963289703","-237.4278963289703","-237.4278963289703","-425.9529379142211","-425.9529379142211","-425.9529379142211","-363.115974516476","-363.115974516476","-363.115974516476","-730.7815747160803","-730.7815747160803","-730.7815747160803","-512.7542502461356","-512.7542502461356","-512.7542502461356","-148.1070716105559","-148.1070716105559","-148.1070716105559","-125.72587813668072","-125.72587813668072","-125.72587813668072","-282.43149290135716","-282.43149290135716","-282.43149290135716","-299.5652393693457","-299.5652393693457","-299.5652393693457"
"30000","-206.3235561154207","-206.3235561154207","-206.3235561154207","-236.27083151602938","-236.27083151602938","-236.27083151602938","-356.03734422654253","-356.03734422654253","-356.03734422654253","-237.101788710126","-237.101788710126","-237.101788710126","-703.1190885595199","-703.1190885595199","-703.1190885595199","-489.30994670818234","-489.30994670818234","-489.30994670818234","-170.10496705916842","-170.10496705916842","-170.10496705916842","-125.61129926528906","-125.61129926528906","-125.61129926528906","-233.52098644280574","-233.52098644280574","-233.52098644280574","-199.8100834340216","-199.8100834340216","-199.8100834340216"
