"Step","DDPG_None_Pendulum-v1_9 - eval/avg_reward","DDPG_None_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_None_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_None_Pendulum-v1_8 - eval/avg_reward","DDPG_None_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_None_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_None_Pendulum-v1_7 - eval/avg_reward","DDPG_None_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_None_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_None_Pendulum-v1_6 - eval/avg_reward","DDPG_None_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_None_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_None_Pendulum-v1_5 - eval/avg_reward","DDPG_None_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_None_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_None_Pendulum-v1_4 - eval/avg_reward","DDPG_None_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_None_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_None_Pendulum-v1_3 - eval/avg_reward","DDPG_None_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_None_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_None_Pendulum-v1_2 - eval/avg_reward","DDPG_None_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_None_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_None_Pendulum-v1_1 - eval/avg_reward","DDPG_None_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_None_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_None_Pendulum-v1_0 - eval/avg_reward","DDPG_None_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_None_Pendulum-v1_0 - eval/avg_reward__MAX"
"23100","-144.58169432746803","-144.58169432746803","-144.58169432746803","-168.2685351264151","-168.2685351264151","-168.2685351264151","-127.16964632676343","-127.16964632676343","-127.16964632676343","-204.88899118715517","-204.88899118715517","-204.88899118715517","-170.21645893820914","-170.21645893820914","-170.21645893820914","-120.45529308682262","-120.45529308682262","-120.45529308682262","-141.5752118113576","-141.5752118113576","-141.5752118113576","-120.58062745416589","-120.58062745416589","-120.58062745416589","-170.14336737062075","-170.14336737062075","-170.14336737062075","-120.93497094450636","-120.93497094450636","-120.93497094450636"
"23400","-144.43903608228769","-144.43903608228769","-144.43903608228769","-168.31506077555608","-168.31506077555608","-168.31506077555608","-127.6539931165826","-127.6539931165826","-127.6539931165826","-204.58492536996857","-204.58492536996857","-204.58492536996857","-170.57659256492735","-170.57659256492735","-170.57659256492735","-120.31487965942742","-120.31487965942742","-120.31487965942742","-141.40153148894052","-141.40153148894052","-141.40153148894052","-121.06031008455116","-121.06031008455116","-121.06031008455116","-170.8593280783483","-170.8593280783483","-170.8593280783483","-120.89832847801696","-120.89832847801696","-120.89832847801696"
"23700","-144.84652383045804","-144.84652383045804","-144.84652383045804","-168.0503002055281","-168.0503002055281","-168.0503002055281","-127.51634678351624","-127.51634678351624","-127.51634678351624","-204.12029799623002","-204.12029799623002","-204.12029799623002","-171.73350467908156","-171.73350467908156","-171.73350467908156","-120.30092221715972","-120.30092221715972","-120.30092221715972","-141.3732300661916","-141.3732300661916","-141.3732300661916","-121.39537541004017","-121.39537541004017","-121.39537541004017","-170.8675668614278","-170.8675668614278","-170.8675668614278","-123.41278846559449","-123.41278846559449","-123.41278846559449"
"24000","-144.7630737805739","-144.7630737805739","-144.7630737805739","-168.42522804598548","-168.42522804598548","-168.42522804598548","-127.99959949255762","-127.99959949255762","-127.99959949255762","-203.41773639243127","-203.41773639243127","-203.41773639243127","-170.10150359568473","-170.10150359568473","-170.10150359568473","-120.17705473630329","-120.17705473630329","-120.17705473630329","-141.282957802129","-141.282957802129","-141.282957802129","-121.98243694339774","-121.98243694339774","-121.98243694339774","-170.73182377235383","-170.73182377235383","-170.73182377235383","-134.55002017038538","-134.55002017038538","-134.55002017038538"
"24300","-144.86382692267856","-144.86382692267856","-144.86382692267856","-168.24735934729176","-168.24735934729176","-168.24735934729176","-128.33612809746734","-128.33612809746734","-128.33612809746734","-203.6176615600536","-203.6176615600536","-203.6176615600536","-170.30885711787968","-170.30885711787968","-170.30885711787968","-120.12134892593504","-120.12134892593504","-120.12134892593504","-141.41056632282337","-141.41056632282337","-141.41056632282337","-122.55104629856609","-122.55104629856609","-122.55104629856609","-171.07734546866715","-171.07734546866715","-171.07734546866715","-122.01945683520076","-122.01945683520076","-122.01945683520076"
"24600","-144.53766492914954","-144.53766492914954","-144.53766492914954","-168.02932481597142","-168.02932481597142","-168.02932481597142","-128.3750067765804","-128.3750067765804","-128.3750067765804","-203.05437771227093","-203.05437771227093","-203.05437771227093","-170.6511237494721","-170.6511237494721","-170.6511237494721","-120.10131982334447","-120.10131982334447","-120.10131982334447","-141.2782590614084","-141.2782590614084","-141.2782590614084","-121.30190551371341","-121.30190551371341","-121.30190551371341","-171.5106021491415","-171.5106021491415","-171.5106021491415","-121.30150120949354","-121.30150120949354","-121.30150120949354"
"24900","-144.38195519915377","-144.38195519915377","-144.38195519915377","-168.33011399071393","-168.33011399071393","-168.33011399071393","-128.52177638182283","-128.52177638182283","-128.52177638182283","-203.25231976983213","-203.25231976983213","-203.25231976983213","-170.40320255054905","-170.40320255054905","-170.40320255054905","-120.08371138848834","-120.08371138848834","-120.08371138848834","-141.54679120848445","-141.54679120848445","-141.54679120848445","-121.62591351831983","-121.62591351831983","-121.62591351831983","-171.6117683409513","-171.6117683409513","-171.6117683409513","-121.27546218378697","-121.27546218378697","-121.27546218378697"
"25200","-144.7349800314601","-144.7349800314601","-144.7349800314601","-168.08322377550923","-168.08322377550923","-168.08322377550923","-128.88168846271668","-128.88168846271668","-128.88168846271668","-202.76005329370918","-202.76005329370918","-202.76005329370918","-170.41450161464496","-170.41450161464496","-170.41450161464496","-120.02662604553136","-120.02662604553136","-120.02662604553136","-141.75183280343245","-141.75183280343245","-141.75183280343245","-121.49379866833874","-121.49379866833874","-121.49379866833874","-172.26000573560447","-172.26000573560447","-172.26000573560447","-121.65782129510504","-121.65782129510504","-121.65782129510504"
"25500","-144.70317612840958","-144.70317612840958","-144.70317612840958","-168.187808460516","-168.187808460516","-168.187808460516","-129.0824123378572","-129.0824123378572","-129.0824123378572","-202.9659905353081","-202.9659905353081","-202.9659905353081","-170.37933853110803","-170.37933853110803","-170.37933853110803","-120.0173318426339","-120.0173318426339","-120.0173318426339","-141.75449024294124","-141.75449024294124","-141.75449024294124","-122.15777182474673","-122.15777182474673","-122.15777182474673","-172.5948132923744","-172.5948132923744","-172.5948132923744","-121.37933934842735","-121.37933934842735","-121.37933934842735"
"25800","-144.69852697360326","-144.69852697360326","-144.69852697360326","-168.28760883398905","-168.28760883398905","-168.28760883398905","-128.9301560324246","-128.9301560324246","-128.9301560324246","-202.65510263266174","-202.65510263266174","-202.65510263266174","-169.91389778459134","-169.91389778459134","-169.91389778459134","-119.310888513805","-119.310888513805","-119.310888513805","-141.81663533342052","-141.81663533342052","-141.81663533342052","-121.58779931754609","-121.58779931754609","-121.58779931754609","-173.3831309143043","-173.3831309143043","-173.3831309143043","-121.31509760191219","-121.31509760191219","-121.31509760191219"
"26100","-144.63011874442623","-144.63011874442623","-144.63011874442623","-168.2847077081555","-168.2847077081555","-168.2847077081555","-128.62106913394706","-128.62106913394706","-128.62106913394706","-202.6106832745125","-202.6106832745125","-202.6106832745125","-170.25317959008567","-170.25317959008567","-170.25317959008567","-119.22055920019068","-119.22055920019068","-119.22055920019068","-142.0171680910893","-142.0171680910893","-142.0171680910893","-121.07364067335455","-121.07364067335455","-121.07364067335455","-173.2564505028783","-173.2564505028783","-173.2564505028783","-121.98708000306449","-121.98708000306449","-121.98708000306449"
"26400","-144.46654582016504","-144.46654582016504","-144.46654582016504","-168.16197630729744","-168.16197630729744","-168.16197630729744","-128.8718612487085","-128.8718612487085","-128.8718612487085","-202.76950975870304","-202.76950975870304","-202.76950975870304","-170.38201597913616","-170.38201597913616","-170.38201597913616","-119.21661835111453","-119.21661835111453","-119.21661835111453","-142.02185644717088","-142.02185644717088","-142.02185644717088","-121.42151936409773","-121.42151936409773","-121.42151936409773","-174.03081530336607","-174.03081530336607","-174.03081530336607","-123.0471142384446","-123.0471142384446","-123.0471142384446"
"26700","-144.41985135003927","-144.41985135003927","-144.41985135003927","-167.8858630880126","-167.8858630880126","-167.8858630880126","-129.4070629237345","-129.4070629237345","-129.4070629237345","-202.6925142296856","-202.6925142296856","-202.6925142296856","-169.75166837527757","-169.75166837527757","-169.75166837527757","-119.32659567706874","-119.32659567706874","-119.32659567706874","-142.1482188911823","-142.1482188911823","-142.1482188911823","-121.05881538944027","-121.05881538944027","-121.05881538944027","-174.1889543791546","-174.1889543791546","-174.1889543791546","-122.02316282982483","-122.02316282982483","-122.02316282982483"
"27000","-144.2270197539133","-144.2270197539133","-144.2270197539133","-168.196774125951","-168.196774125951","-168.196774125951","-129.77245266554627","-129.77245266554627","-129.77245266554627","-202.51253259032842","-202.51253259032842","-202.51253259032842","-169.29588816525708","-169.29588816525708","-169.29588816525708","-119.61044627540386","-119.61044627540386","-119.61044627540386","-142.1553586080443","-142.1553586080443","-142.1553586080443","-121.09243951314882","-121.09243951314882","-121.09243951314882","-174.49641484092663","-174.49641484092663","-174.49641484092663","-127.33590285636326","-127.33590285636326","-127.33590285636326"
"27300","-144.23151744561935","-144.23151744561935","-144.23151744561935","-168.23695327499127","-168.23695327499127","-168.23695327499127","-129.25535518466924","-129.25535518466924","-129.25535518466924","-202.59218228517383","-202.59218228517383","-202.59218228517383","-168.95926589531214","-168.95926589531214","-168.95926589531214","-119.84943082630105","-119.84943082630105","-119.84943082630105","-142.0571066505235","-142.0571066505235","-142.0571066505235","-121.43165148735432","-121.43165148735432","-121.43165148735432","-175.3243335415953","-175.3243335415953","-175.3243335415953","-127.282799278639","-127.282799278639","-127.282799278639"
"27600","-144.18646009448557","-144.18646009448557","-144.18646009448557","-168.16415499130022","-168.16415499130022","-168.16415499130022","-129.37232557015722","-129.37232557015722","-129.37232557015722","-202.45209057586527","-202.45209057586527","-202.45209057586527","-168.67528632681154","-168.67528632681154","-168.67528632681154","-119.85312077925005","-119.85312077925005","-119.85312077925005","-142.16756379541567","-142.16756379541567","-142.16756379541567","-121.41006693705808","-121.41006693705808","-121.41006693705808","-174.9341549267963","-174.9341549267963","-174.9341549267963","-128.4560038098236","-128.4560038098236","-128.4560038098236"
"27900","-144.20741059790828","-144.20741059790828","-144.20741059790828","-168.18715207461258","-168.18715207461258","-168.18715207461258","-129.67907292376196","-129.67907292376196","-129.67907292376196","-202.35999695212791","-202.35999695212791","-202.35999695212791","-169.05662043085349","-169.05662043085349","-169.05662043085349","-119.85819746577776","-119.85819746577776","-119.85819746577776","-142.26130813040095","-142.26130813040095","-142.26130813040095","-121.07288275025375","-121.07288275025375","-121.07288275025375","-175.21490372583798","-175.21490372583798","-175.21490372583798","-130.5162100650536","-130.5162100650536","-130.5162100650536"
"28200","-144.11074747287566","-144.11074747287566","-144.11074747287566","-168.12638083964728","-168.12638083964728","-168.12638083964728","-129.3789821087592","-129.3789821087592","-129.3789821087592","-202.5693517191718","-202.5693517191718","-202.5693517191718","-169.1163268522226","-169.1163268522226","-169.1163268522226","-119.86485008754539","-119.86485008754539","-119.86485008754539","-142.13579076619408","-142.13579076619408","-142.13579076619408","-121.02434986785129","-121.02434986785129","-121.02434986785129","-175.39800562960596","-175.39800562960596","-175.39800562960596","-131.4676670797324","-131.4676670797324","-131.4676670797324"
"28500","-144.37512305451713","-144.37512305451713","-144.37512305451713","-168.09129746204388","-168.09129746204388","-168.09129746204388","-128.9475640969951","-128.9475640969951","-128.9475640969951","-202.70508374783094","-202.70508374783094","-202.70508374783094","-169.64220384351697","-169.64220384351697","-169.64220384351697","-119.98206134047341","-119.98206134047341","-119.98206134047341","-142.17882300252188","-142.17882300252188","-142.17882300252188","-120.31402779770443","-120.31402779770443","-120.31402779770443","-175.3700839013609","-175.3700839013609","-175.3700839013609","-131.55241856152466","-131.55241856152466","-131.55241856152466"
"28800","-144.4372587293474","-144.4372587293474","-144.4372587293474","-168.07073714961473","-168.07073714961473","-168.07073714961473","-128.47909799734623","-128.47909799734623","-128.47909799734623","-202.644694123441","-202.644694123441","-202.644694123441","-169.45158816966122","-169.45158816966122","-169.45158816966122","-120.09757978809905","-120.09757978809905","-120.09757978809905","-142.06002708513572","-142.06002708513572","-142.06002708513572","-120.38085484389322","-120.38085484389322","-120.38085484389322","-175.78088588019423","-175.78088588019423","-175.78088588019423","-133.1681657615696","-133.1681657615696","-133.1681657615696"
"29100","-144.70551383977158","-144.70551383977158","-144.70551383977158","-168.08121106027048","-168.08121106027048","-168.08121106027048","-127.39608622094156","-127.39608622094156","-127.39608622094156","-202.50842741595164","-202.50842741595164","-202.50842741595164","-169.15649396866104","-169.15649396866104","-169.15649396866104","-120.1661853824158","-120.1661853824158","-120.1661853824158","-141.9291977484267","-141.9291977484267","-141.9291977484267","-120.37848067202734","-120.37848067202734","-120.37848067202734","-175.71516230549145","-175.71516230549145","-175.71516230549145","-132.85555397130798","-132.85555397130798","-132.85555397130798"
"29400","-144.60171517316394","-144.60171517316394","-144.60171517316394","-168.07126627121474","-168.07126627121474","-168.07126627121474","-126.40852711910016","-126.40852711910016","-126.40852711910016","-202.61041016101126","-202.61041016101126","-202.61041016101126","-169.97184068060437","-169.97184068060437","-169.97184068060437","-120.44352392983726","-120.44352392983726","-120.44352392983726","-142.0687974597396","-142.0687974597396","-142.0687974597396","-120.78966990631761","-120.78966990631761","-120.78966990631761","-176.06063487588392","-176.06063487588392","-176.06063487588392","-133.4364105547177","-133.4364105547177","-133.4364105547177"
"29700","-144.3676381936625","-144.3676381936625","-144.3676381936625","-168.03979615311636","-168.03979615311636","-168.03979615311636","-125.99130983962345","-125.99130983962345","-125.99130983962345","-202.6907802885118","-202.6907802885118","-202.6907802885118","-169.93192358358675","-169.93192358358675","-169.93192358358675","-120.59967841557166","-120.59967841557166","-120.59967841557166","-141.87689645518063","-141.87689645518063","-141.87689645518063","-120.56521277418051","-120.56521277418051","-120.56521277418051","-175.9681439655299","-175.9681439655299","-175.9681439655299","-134.59052685560664","-134.59052685560664","-134.59052685560664"
"30000","-144.28790163326272","-144.28790163326272","-144.28790163326272","-167.9807837729117","-167.9807837729117","-167.9807837729117","-125.89416036475157","-125.89416036475157","-125.89416036475157","-203.03998063350363","-203.03998063350363","-203.03998063350363","-170.70419842079778","-170.70419842079778","-170.70419842079778","-120.94325684850173","-120.94325684850173","-120.94325684850173","-141.86320864196026","-141.86320864196026","-141.86320864196026","-120.86049141624467","-120.86049141624467","-120.86049141624467","-176.1473482294883","-176.1473482294883","-176.1473482294883","-134.69899159686787","-134.69899159686787","-134.69899159686787"
