"Step","DDPG_UTE_Pendulum-v1_9 - eval/avg_reward","DDPG_UTE_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_8 - eval/avg_reward","DDPG_UTE_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_7 - eval/avg_reward","DDPG_UTE_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_6 - eval/avg_reward","DDPG_UTE_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_5 - eval/avg_reward","DDPG_UTE_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_4 - eval/avg_reward","DDPG_UTE_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_3 - eval/avg_reward","DDPG_UTE_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_2 - eval/avg_reward","DDPG_UTE_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_1 - eval/avg_reward","DDPG_UTE_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_0 - eval/avg_reward","DDPG_UTE_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_0 - eval/avg_reward__MAX"
"23700","-253.2995506279473","-253.2995506279473","-253.2995506279473","-171.50723637909692","-171.50723637909692","-171.50723637909692","-248.1813235450652","-248.1813235450652","-248.1813235450652","-201.04386888662685","-201.04386888662685","-201.04386888662685","-168.75711020597947","-168.75711020597947","-168.75711020597947","-373.4915992372928","-373.4915992372928","-373.4915992372928","-194.26235712199292","-194.26235712199292","-194.26235712199292","-203.82637253676734","-203.82637253676734","-203.82637253676734","-168.88652028351703","-168.88652028351703","-168.88652028351703","-223.12787988160753","-223.12787988160753","-223.12787988160753"
"24000","-226.83292498579695","-226.83292498579695","-226.83292498579695","-245.61616040032018","-245.61616040032018","-245.61616040032018","-121.47675515919896","-121.47675515919896","-121.47675515919896","-201.09752708248217","-201.09752708248217","-201.09752708248217","-167.06350907278312","-167.06350907278312","-167.06350907278312","-147.76891797281206","-147.76891797281206","-147.76891797281206","-141.76192056172016","-141.76192056172016","-141.76192056172016","-128.6983344226307","-128.6983344226307","-128.6983344226307","-167.31077806506678","-167.31077806506678","-167.31077806506678","-173.30470069908137","-173.30470069908137","-173.30470069908137"
"24300","-227.971247133621","-227.971247133621","-227.971247133621","-174.05255318983365","-174.05255318983365","-174.05255318983365","-121.12764337158976","-121.12764337158976","-121.12764337158976","-200.4967355124384","-200.4967355124384","-200.4967355124384","-193.37636498053624","-193.37636498053624","-193.37636498053624","-174.4868081007876","-174.4868081007876","-174.4868081007876","-317.94574076125775","-317.94574076125775","-317.94574076125775","-125.75826768816216","-125.75826768816216","-125.75826768816216","-168.7827258469469","-168.7827258469469","-168.7827258469469","-198.66679625378598","-198.66679625378598","-198.66679625378598"
"24600","-227.6869611529966","-227.6869611529966","-227.6869611529966","-172.4208172243972","-172.4208172243972","-172.4208172243972","-172.75660178869992","-172.75660178869992","-172.75660178869992","-200.2095081337842","-200.2095081337842","-200.2095081337842","-167.48041896959546","-167.48041896959546","-167.48041896959546","-197.44462639245972","-197.44462639245972","-197.44462639245972","-140.52618242483211","-140.52618242483211","-140.52618242483211","-126.11127073722052","-126.11127073722052","-126.11127073722052","-167.76362965578664","-167.76362965578664","-167.76362965578664","-248.75202624509998","-248.75202624509998","-248.75202624509998"
"24900","-226.8935929515249","-226.8935929515249","-226.8935929515249","-174.3217795466152","-174.3217795466152","-174.3217795466152","-121.71824465968022","-121.71824465968022","-121.71824465968022","-199.94726355779795","-199.94726355779795","-199.94726355779795","-167.38933969170245","-167.38933969170245","-167.38933969170245","-174.36098584191615","-174.36098584191615","-174.36098584191615","-268.5744179814111","-268.5744179814111","-268.5744179814111","-125.94568905818907","-125.94568905818907","-125.94568905818907","-167.87638934788382","-167.87638934788382","-167.87638934788382","-172.72007788224093","-172.72007788224093","-172.72007788224093"
"25200","-202.81444254844422","-202.81444254844422","-202.81444254844422","-174.71266348983713","-174.71266348983713","-174.71266348983713","-121.93518728179905","-121.93518728179905","-121.93518728179905","-200.13647416473412","-200.13647416473412","-200.13647416473412","-167.67547923191012","-167.67547923191012","-167.67547923191012","-175.13219544996255","-175.13219544996255","-175.13219544996255","-141.27300044715128","-141.27300044715128","-141.27300044715128","-151.64494880341402","-151.64494880341402","-151.64494880341402","-168.26586000733352","-168.26586000733352","-168.26586000733352","-300.80068679269027","-300.80068679269027","-300.80068679269027"
"25500","-227.594396931066","-227.594396931066","-227.594396931066","-174.34794137230398","-174.34794137230398","-174.34794137230398","-121.79072432641678","-121.79072432641678","-121.79072432641678","-250.2692127880755","-250.2692127880755","-250.2692127880755","-167.29074350167073","-167.29074350167073","-167.29074350167073","-122.98618637281876","-122.98618637281876","-122.98618637281876","-140.56114806307906","-140.56114806307906","-140.56114806307906","-152.35582290814193","-152.35582290814193","-152.35582290814193","-168.65660215755923","-168.65660215755923","-168.65660215755923","-147.2978992397733","-147.2978992397733","-147.2978992397733"
"25800","-251.72294367565524","-251.72294367565524","-251.72294367565524","-198.35293901837048","-198.35293901837048","-198.35293901837048","-122.70157697577554","-122.70157697577554","-122.70157697577554","-225.09366066414105","-225.09366066414105","-225.09366066414105","-167.85279536660906","-167.85279536660906","-167.85279536660906","-148.14907231478676","-148.14907231478676","-148.14907231478676","-140.74284834807327","-140.74284834807327","-140.74284834807327","-176.2841698429482","-176.2841698429482","-176.2841698429482","-168.54612061526456","-168.54612061526456","-168.54612061526456","-273.92672867436215","-273.92672867436215","-273.92672867436215"
"26100","-301.3124618988155","-301.3124618988155","-301.3124618988155","-223.38552072744523","-223.38552072744523","-223.38552072744523","-121.8683714416291","-121.8683714416291","-121.8683714416291","-199.76383216852668","-199.76383216852668","-199.76383216852668","-167.64645415193007","-167.64645415193007","-167.64645415193007","-174.27297861520634","-174.27297861520634","-174.27297861520634","-141.2095653448651","-141.2095653448651","-141.2095653448651","-169.00249315931995","-169.00249315931995","-169.00249315931995","-168.96697531588978","-168.96697531588978","-168.96697531588978","-173.1917863604406","-173.1917863604406","-173.1917863604406"
"26400","-301.1790821078927","-301.1790821078927","-301.1790821078927","-175.26298304302765","-175.26298304302765","-175.26298304302765","-121.82964493671588","-121.82964493671588","-121.82964493671588","-225.24747946783532","-225.24747946783532","-225.24747946783532","-167.28330500080952","-167.28330500080952","-167.28330500080952","-149.32509717462582","-149.32509717462582","-149.32509717462582","-141.12764459773052","-141.12764459773052","-141.12764459773052","-123.62473621245935","-123.62473621245935","-123.62473621245935","-169.6519843471476","-169.6519843471476","-169.6519843471476","-222.6689794211376","-222.6689794211376","-222.6689794211376"
"26700","-252.345351513993","-252.345351513993","-252.345351513993","-198.80930598027317","-198.80930598027317","-198.80930598027317","-267.98117590749746","-267.98117590749746","-267.98117590749746","-199.94071545380143","-199.94071545380143","-199.94071545380143","-167.90576032706517","-167.90576032706517","-167.90576032706517","-198.89903430174883","-198.89903430174883","-198.89903430174883","-141.8699197348786","-141.8699197348786","-141.8699197348786","-149.8704877282251","-149.8704877282251","-149.8704877282251","-172.19166920808362","-172.19166920808362","-172.19166920808362","-200.3397706856596","-200.3397706856596","-200.3397706856596"
"27000","-178.1592834561365","-178.1592834561365","-178.1592834561365","-223.38539679768041","-223.38539679768041","-223.38539679768041","-121.5651032272006","-121.5651032272006","-121.5651032272006","-200.06246285098078","-200.06246285098078","-200.06246285098078","-168.0676172913847","-168.0676172913847","-168.0676172913847","-274.8263553035976","-274.8263553035976","-274.8263553035976","-141.25187008329505","-141.25187008329505","-141.25187008329505","-150.96671422478988","-150.96671422478988","-150.96671422478988","-170.3700292248876","-170.3700292248876","-170.3700292248876","-197.93039038317218","-197.93039038317218","-197.93039038317218"
"27300","-251.95545979866864","-251.95545979866864","-251.95545979866864","-224.0759044918328","-224.0759044918328","-224.0759044918328","-250.91157898393726","-250.91157898393726","-250.91157898393726","-225.51876095464542","-225.51876095464542","-225.51876095464542","-167.29941312945274","-167.29941312945274","-167.29941312945274","-176.60363690577873","-176.60363690577873","-176.60363690577873","-141.95701828078194","-141.95701828078194","-141.95701828078194","-275.9345854866804","-275.9345854866804","-275.9345854866804","-169.70946147585525","-169.70946147585525","-169.70946147585525","-224.87351796754245","-224.87351796754245","-224.87351796754245"
"27600","-251.80700065777395","-251.80700065777395","-251.80700065777395","-198.64611390519264","-198.64611390519264","-198.64611390519264","-121.74902853201732","-121.74902853201732","-121.74902853201732","-199.78728991946264","-199.78728991946264","-199.78728991946264","-167.69514098648742","-167.69514098648742","-167.69514098648742","-148.54149336682923","-148.54149336682923","-148.54149336682923","-141.78002723001447","-141.78002723001447","-141.78002723001447","-250.0557996896934","-250.0557996896934","-250.0557996896934","-170.25470514956115","-170.25470514956115","-170.25470514956115","-173.38032271145758","-173.38032271145758","-173.38032271145758"
"27900","-275.8145044654751","-275.8145044654751","-275.8145044654751","-198.64917011226538","-198.64917011226538","-198.64917011226538","-121.65513246762205","-121.65513246762205","-121.65513246762205","-199.5408998414563","-199.5408998414563","-199.5408998414563","-167.24386355662864","-167.24386355662864","-167.24386355662864","-148.0257880568695","-148.0257880568695","-148.0257880568695","-141.8603244284484","-141.8603244284484","-141.8603244284484","-307.6747194685913","-307.6747194685913","-307.6747194685913","-172.819173904437","-172.819173904437","-172.819173904437","-198.81881800282005","-198.81881800282005","-198.81881800282005"
"28200","-227.10010305624255","-227.10010305624255","-227.10010305624255","-223.38902327286888","-223.38902327286888","-223.38902327286888","-121.54729487185935","-121.54729487185935","-121.54729487185935","-199.9005272256132","-199.9005272256132","-199.9005272256132","-167.20565937012884","-167.20565937012884","-167.20565937012884","-151.92465832041228","-151.92465832041228","-151.92465832041228","-140.99110346574759","-140.99110346574759","-140.99110346574759","-373.77937446561725","-373.77937446561725","-373.77937446561725","-170.20892711167988","-170.20892711167988","-170.20892711167988","-201.20356166845085","-201.20356166845085","-201.20356166845085"
"28500","-398.9495192266022","-398.9495192266022","-398.9495192266022","-174.0279140272702","-174.0279140272702","-174.0279140272702","-411.3571426108098","-411.3571426108098","-411.3571426108098","-199.60761391482393","-199.60761391482393","-199.60761391482393","-167.9930843840322","-167.9930843840322","-167.9930843840322","-175.19542173523578","-175.19542173523578","-175.19542173523578","-142.49672923907366","-142.49672923907366","-142.49672923907366","-324.9856702913448","-324.9856702913448","-324.9856702913448","-169.8865573180545","-169.8865573180545","-169.8865573180545","-173.61350221844697","-173.61350221844697","-173.61350221844697"
"28800","-276.9589765990706","-276.9589765990706","-276.9589765990706","-198.06670841368","-198.06670841368","-198.06670841368","-121.39413520807038","-121.39413520807038","-121.39413520807038","-199.9151015451163","-199.9151015451163","-199.9151015451163","-167.93608541038748","-167.93608541038748","-167.93608541038748","-147.61147928175316","-147.61147928175316","-147.61147928175316","-141.40730471649732","-141.40730471649732","-141.40730471649732","-375.7601044334002","-375.7601044334002","-375.7601044334002","-194.91975199160152","-194.91975199160152","-194.91975199160152","-149.42477528722316","-149.42477528722316","-149.42477528722316"
"29100","-227.09809961397568","-227.09809961397568","-227.09809961397568","-248.3118594846329","-248.3118594846329","-248.3118594846329","-150.17606437338827","-150.17606437338827","-150.17606437338827","-199.36360105260115","-199.36360105260115","-199.36360105260115","-167.17878038080042","-167.17878038080042","-167.17878038080042","-179.53519706962032","-179.53519706962032","-179.53519706962032","-140.8832862597898","-140.8832862597898","-140.8832862597898","-348.8992121658122","-348.8992121658122","-348.8992121658122","-170.3632160246006","-170.3632160246006","-170.3632160246006","-201.88396544369107","-201.88396544369107","-201.88396544369107"
"29400","-261.6280141596","-261.6280141596","-261.6280141596","-173.86998100503405","-173.86998100503405","-173.86998100503405","-202.33471742070975","-202.33471742070975","-202.33471742070975","-199.4722214944285","-199.4722214944285","-199.4722214944285","-168.3728280396059","-168.3728280396059","-168.3728280396059","-175.13881914973814","-175.13881914973814","-175.13881914973814","-141.88890077558762","-141.88890077558762","-141.88890077558762","-300.7663135116764","-300.7663135116764","-300.7663135116764","-170.0247695115266","-170.0247695115266","-170.0247695115266","-173.39081835413043","-173.39081835413043","-173.39081835413043"
"29700","-302.14518696434214","-302.14518696434214","-302.14518696434214","-224.90945410017838","-224.90945410017838","-224.90945410017838","-121.66222870765621","-121.66222870765621","-121.66222870765621","-199.38410312065443","-199.38410312065443","-199.38410312065443","-219.3703792773931","-219.3703792773931","-219.3703792773931","-300.101171578405","-300.101171578405","-300.101171578405","-141.06205643449655","-141.06205643449655","-141.06205643449655","-275.24811237516326","-275.24811237516326","-275.24811237516326","-170.2770233014839","-170.2770233014839","-170.2770233014839","-174.75723172571892","-174.75723172571892","-174.75723172571892"
"30000","-202.34383476043948","-202.34383476043948","-202.34383476043948","-248.24252602501625","-248.24252602501625","-248.24252602501625","-150.2678645628987","-150.2678645628987","-150.2678645628987","-199.18598058662587","-199.18598058662587","-199.18598058662587","-167.7568825806925","-167.7568825806925","-167.7568825806925","-155.25242703856313","-155.25242703856313","-155.25242703856313","-141.73781266094957","-141.73781266094957","-141.73781266094957","-250.39056208595608","-250.39056208595608","-250.39056208595608","-169.5011136994279","-169.5011136994279","-169.5011136994279","-149.05286546376584","-149.05286546376584","-149.05286546376584"
