"Step","DDPG_UTE_Pendulum-v1_9 - eval/avg_reward","DDPG_UTE_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_8 - eval/avg_reward","DDPG_UTE_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_7 - eval/avg_reward","DDPG_UTE_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_6 - eval/avg_reward","DDPG_UTE_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_5 - eval/avg_reward","DDPG_UTE_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_4 - eval/avg_reward","DDPG_UTE_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_3 - eval/avg_reward","DDPG_UTE_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_2 - eval/avg_reward","DDPG_UTE_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_1 - eval/avg_reward","DDPG_UTE_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_UTE_Pendulum-v1_0 - eval/avg_reward","DDPG_UTE_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_UTE_Pendulum-v1_0 - eval/avg_reward__MAX"
"23100","-146.29933665956406","-146.29933665956406","-146.29933665956406","-237.04596078488743","-237.04596078488743","-237.04596078488743","-121.06484095867563","-121.06484095867563","-121.06484095867563","-234.9822096273469","-234.9822096273469","-234.9822096273469","-168.56799622164434","-168.56799622164434","-168.56799622164434","-122.63539513609278","-122.63539513609278","-122.63539513609278","-220.47767286663066","-220.47767286663066","-220.47767286663066","-374.7344355901608","-374.7344355901608","-374.7344355901608","-171.58171109441724","-171.58171109441724","-171.58171109441724","-128.0709647755861","-128.0709647755861","-128.0709647755861"
"23400","-145.94456826559252","-145.94456826559252","-145.94456826559252","-236.6864075540155","-236.6864075540155","-236.6864075540155","-122.07933368457228","-122.07933368457228","-122.07933368457228","-233.75147869163817","-233.75147869163817","-233.75147869163817","-170.80817780549495","-170.80817780549495","-170.80817780549495","-121.84257258871139","-121.84257258871139","-121.84257258871139","-196.16218162542435","-196.16218162542435","-196.16218162542435","-475.24957488799754","-475.24957488799754","-475.24957488799754","-171.0324326679993","-171.0324326679993","-171.0324326679993","-127.74698019067883","-127.74698019067883","-127.74698019067883"
"23700","-146.51421546366237","-146.51421546366237","-146.51421546366237","-237.23363066207813","-237.23363066207813","-237.23363066207813","-121.26235358950717","-121.26235358950717","-121.26235358950717","-234.43988942857223","-234.43988942857223","-234.43988942857223","-259.5096629749154","-259.5096629749154","-259.5096629749154","-122.51067641760532","-122.51067641760532","-122.51067641760532","-195.61396316526765","-195.61396316526765","-195.61396316526765","-300.52872087507836","-300.52872087507836","-300.52872087507836","-171.47611623893505","-171.47611623893505","-171.47611623893505","-127.17272641296464","-127.17272641296464","-127.17272641296464"
"24000","-145.74036801208274","-145.74036801208274","-145.74036801208274","-236.29146277386639","-236.29146277386639","-236.29146277386639","-120.83680159454575","-120.83680159454575","-120.83680159454575","-234.45891332129082","-234.45891332129082","-234.45891332129082","-171.2330124367177","-171.2330124367177","-171.2330124367177","-122.15837563416237","-122.15837563416237","-122.15837563416237","-171.00810666150596","-171.00810666150596","-171.00810666150596","-200.15648085151722","-200.15648085151722","-200.15648085151722","-171.30286615342828","-171.30286615342828","-171.30286615342828","-127.34182434030258","-127.34182434030258","-127.34182434030258"
"24300","-145.87717768409226","-145.87717768409226","-145.87717768409226","-237.16382816522787","-237.16382816522787","-237.16382816522787","-120.98958661750285","-120.98958661750285","-120.98958661750285","-235.4874396794602","-235.4874396794602","-235.4874396794602","-260.39096653244263","-260.39096653244263","-260.39096653244263","-122.26404969142013","-122.26404969142013","-122.26404969142013","-220.59383808997245","-220.59383808997245","-220.59383808997245","-324.3170255677519","-324.3170255677519","-324.3170255677519","-170.2110822879484","-170.2110822879484","-170.2110822879484","-152.60070887146725","-152.60070887146725","-152.60070887146725"
"24600","-145.88107839333784","-145.88107839333784","-145.88107839333784","-237.03235870217168","-237.03235870217168","-237.03235870217168","-121.58677652242257","-121.58677652242257","-121.58677652242257","-233.40274317372572","-233.40274317372572","-233.40274317372572","-234.95784805687396","-234.95784805687396","-234.95784805687396","-122.63616034852916","-122.63616034852916","-122.63616034852916","-145.9286902751353","-145.9286902751353","-145.9286902751353","-283.49378670496793","-283.49378670496793","-283.49378670496793","-170.24109859066522","-170.24109859066522","-170.24109859066522","-126.19524751896101","-126.19524751896101","-126.19524751896101"
"24900","-145.76072980060604","-145.76072980060604","-145.76072980060604","-235.8700402391086","-235.8700402391086","-235.8700402391086","-123.3938027774107","-123.3938027774107","-123.3938027774107","-234.2900875665501","-234.2900875665501","-234.2900875665501","-220.96578038309957","-220.96578038309957","-220.96578038309957","-122.59203817057228","-122.59203817057228","-122.59203817057228","-295.87450269770636","-295.87450269770636","-295.87450269770636","-275.08961921142793","-275.08961921142793","-275.08961921142793","-169.7496025757084","-169.7496025757084","-169.7496025757084","-126.7818449750093","-126.7818449750093","-126.7818449750093"
"25200","-145.76284996125514","-145.76284996125514","-145.76284996125514","-208.6189793887379","-208.6189793887379","-208.6189793887379","-124.9248030291133","-124.9248030291133","-124.9248030291133","-234.18507633486865","-234.18507633486865","-234.18507633486865","-194.0068211705384","-194.0068211705384","-194.0068211705384","-225.05606508679966","-225.05606508679966","-225.05606508679966","-195.80915871027926","-195.80915871027926","-195.80915871027926","-400.6001183273917","-400.6001183273917","-400.6001183273917","-170.61054542355353","-170.61054542355353","-170.61054542355353","-125.95777445082808","-125.95777445082808","-125.95777445082808"
"25500","-146.09251804263278","-146.09251804263278","-146.09251804263278","-208.03637523230609","-208.03637523230609","-208.03637523230609","-125.950333906123","-125.950333906123","-125.950333906123","-234.01336918195793","-234.01336918195793","-234.01336918195793","-194.76711454079182","-194.76711454079182","-194.76711454079182","-123.61175445735662","-123.61175445735662","-123.61175445735662","-145.84185943203767","-145.84185943203767","-145.84185943203767","-375.32381929157475","-375.32381929157475","-375.32381929157475","-170.66599946583582","-170.66599946583582","-170.66599946583582","-122.56931464549477","-122.56931464549477","-122.56931464549477"
"25800","-171.8283133519017","-171.8283133519017","-171.8283133519017","-233.72406389498565","-233.72406389498565","-233.72406389498565","-196.95909163746722","-196.95909163746722","-196.95909163746722","-259.8154017839867","-259.8154017839867","-259.8154017839867","-240.65633720460488","-240.65633720460488","-240.65633720460488","-123.57796496280608","-123.57796496280608","-123.57796496280608","-221.26776321981282","-221.26776321981282","-221.26776321981282","-324.78870892100474","-324.78870892100474","-324.78870892100474","-197.01550156106356","-197.01550156106356","-197.01550156106356","-125.78739058195742","-125.78739058195742","-125.78739058195742"
"26100","-146.62066027401772","-146.62066027401772","-146.62066027401772","-232.1545164868675","-232.1545164868675","-232.1545164868675","-200.96988263452863","-200.96988263452863","-200.96988263452863","-233.77193696791727","-233.77193696791727","-233.77193696791727","-266.69384611191686","-266.69384611191686","-266.69384611191686","-123.90257716965917","-123.90257716965917","-123.90257716965917","-197.11159844024291","-197.11159844024291","-197.11159844024291","-345.57085465705757","-345.57085465705757","-345.57085465705757","-170.24266189148443","-170.24266189148443","-170.24266189148443","-125.07933991869996","-125.07933991869996","-125.07933991869996"
"26400","-146.88717826527832","-146.88717826527832","-146.88717826527832","-230.94105631236954","-230.94105631236954","-230.94105631236954","-126.54900092163746","-126.54900092163746","-126.54900092163746","-233.90991701039758","-233.90991701039758","-233.90991701039758","-174.9643789911898","-174.9643789911898","-174.9643789911898","-123.34553965376242","-123.34553965376242","-123.34553965376242","-196.2376350333774","-196.2376350333774","-196.2376350333774","-325.1816753882872","-325.1816753882872","-325.1816753882872","-170.04649047899858","-170.04649047899858","-170.04649047899858","-125.0693316450839","-125.0693316450839","-125.0693316450839"
"26700","-146.69323356605258","-146.69323356605258","-146.69323356605258","-206.27071436646557","-206.27071436646557","-206.27071436646557","-251.22975423258703","-251.22975423258703","-251.22975423258703","-233.47545968504647","-233.47545968504647","-233.47545968504647","-366.6625712134189","-366.6625712134189","-366.6625712134189","-123.57544013515152","-123.57544013515152","-123.57544013515152","-145.9541527335785","-145.9541527335785","-145.9541527335785","-250.28966364200602","-250.28966364200602","-250.28966364200602","-342.0797562418394","-342.0797562418394","-342.0797562418394","-127.17953193429989","-127.17953193429989","-127.17953193429989"
"27000","-146.02155024914998","-146.02155024914998","-146.02155024914998","-231.6317639020324","-231.6317639020324","-231.6317639020324","-127.23728306852203","-127.23728306852203","-127.23728306852203","-233.19966431231236","-233.19966431231236","-233.19966431231236","-197.09815781239647","-197.09815781239647","-197.09815781239647","-124.55657160462695","-124.55657160462695","-124.55657160462695","-245.98832475857762","-245.98832475857762","-245.98832475857762","-449.47732822005355","-449.47732822005355","-449.47732822005355","-170.92599067248213","-170.92599067248213","-170.92599067248213","-147.36591710515134","-147.36591710515134","-147.36591710515134"
"27300","-146.90550564782498","-146.90550564782498","-146.90550564782498","-203.26402702099767","-203.26402702099767","-203.26402702099767","-127.34177492610563","-127.34177492610563","-127.34177492610563","-236.07795499461886","-236.07795499461886","-236.07795499461886","-283.6256928913805","-283.6256928913805","-283.6256928913805","-125.47008629234165","-125.47008629234165","-125.47008629234165","-170.4533054773574","-170.4533054773574","-170.4533054773574","-384.1801826372437","-384.1801826372437","-384.1801826372437","-170.57550728410592","-170.57550728410592","-170.57550728410592","-122.9491129648361","-122.9491129648361","-122.9491129648361"
"27600","-146.6954451525939","-146.6954451525939","-146.6954451525939","-231.8621266932435","-231.8621266932435","-231.8621266932435","-127.67204401440222","-127.67204401440222","-127.67204401440222","-233.88965080022908","-233.88965080022908","-233.88965080022908","-231.77707115560742","-231.77707115560742","-231.77707115560742","-125.18419411298325","-125.18419411298325","-125.18419411298325","-220.56434229741353","-220.56434229741353","-220.56434229741353","-350.5334460298459","-350.5334460298459","-350.5334460298459","-170.48034791963454","-170.48034791963454","-170.48034791963454","-123.86629895192611","-123.86629895192611","-123.86629895192611"
"27900","-147.0594248631351","-147.0594248631351","-147.0594248631351","-231.16406914034914","-231.16406914034914","-231.16406914034914","-126.83599151710432","-126.83599151710432","-126.83599151710432","-233.5233321940972","-233.5233321940972","-233.5233321940972","-270.1919281704817","-270.1919281704817","-270.1919281704817","-125.73774813584733","-125.73774813584733","-125.73774813584733","-220.86601369400515","-220.86601369400515","-220.86601369400515","-374.1964164492629","-374.1964164492629","-374.1964164492629","-215.4881773809334","-215.4881773809334","-215.4881773809334","-122.0929583887237","-122.0929583887237","-122.0929583887237"
"28200","-148.26254307722337","-148.26254307722337","-148.26254307722337","-229.75165428347722","-229.75165428347722","-229.75165428347722","-127.06921106439441","-127.06921106439441","-127.06921106439441","-233.5992221524851","-233.5992221524851","-233.5992221524851","-232.89537531650808","-232.89537531650808","-232.89537531650808","-125.94007372571775","-125.94007372571775","-125.94007372571775","-219.02982532381475","-219.02982532381475","-219.02982532381475","-400.5688356516487","-400.5688356516487","-400.5688356516487","-172.1816828264237","-172.1816828264237","-172.1816828264237","-280.5695629628999","-280.5695629628999","-280.5695629628999"
"28500","-478.76427759468663","-478.76427759468663","-478.76427759468663","-230.038122205347","-230.038122205347","-230.038122205347","-277.20226560876597","-277.20226560876597","-277.20226560876597","-259.1682813598367","-259.1682813598367","-259.1682813598367","-259.861280502594","-259.861280502594","-259.861280502594","-125.27754627728532","-125.27754627728532","-125.27754627728532","-194.61594034051993","-194.61594034051993","-194.61594034051993","-352.35809842981087","-352.35809842981087","-352.35809842981087","-172.80985328470553","-172.80985328470553","-172.80985328470553","-122.29430625101728","-122.29430625101728","-122.29430625101728"
"28800","-147.25410255078583","-147.25410255078583","-147.25410255078583","-230.05477159975777","-230.05477159975777","-230.05477159975777","-126.57103052979241","-126.57103052979241","-126.57103052979241","-233.98917354982254","-233.98917354982254","-233.98917354982254","-332.7002146181895","-332.7002146181895","-332.7002146181895","-125.30948864697879","-125.30948864697879","-125.30948864697879","-195.0706610155513","-195.0706610155513","-195.0706610155513","-375.71181700464064","-375.71181700464064","-375.71181700464064","-173.5149574331083","-173.5149574331083","-173.5149574331083","-122.90456693943744","-122.90456693943744","-122.90456693943744"
"29100","-147.7621126111814","-147.7621126111814","-147.7621126111814","-232.10193845713988","-232.10193845713988","-232.10193845713988","-125.06547214771254","-125.06547214771254","-125.06547214771254","-234.32268489872226","-234.32268489872226","-234.32268489872226","-336.65700611276304","-336.65700611276304","-336.65700611276304","-125.98340635345035","-125.98340635345035","-125.98340635345035","-195.94656058545684","-195.94656058545684","-195.94656058545684","-400.6054543606272","-400.6054543606272","-400.6054543606272","-174.2898976485474","-174.2898976485474","-174.2898976485474","-125.1040811847347","-125.1040811847347","-125.1040811847347"
"29400","-147.96636504921526","-147.96636504921526","-147.96636504921526","-230.7205610147426","-230.7205610147426","-230.7205610147426","-149.97544619552698","-149.97544619552698","-149.97544619552698","-233.80578175367123","-233.80578175367123","-233.80578175367123","-319.0556637250731","-319.0556637250731","-319.0556637250731","-125.28214145775652","-125.28214145775652","-125.28214145775652","-220.71470828301625","-220.71470828301625","-220.71470828301625","-396.65541242103814","-396.65541242103814","-396.65541242103814","-176.55339658459792","-176.55339658459792","-176.55339658459792","-122.70953894867625","-122.70953894867625","-122.70953894867625"
"29700","-175.6988458757546","-175.6988458757546","-175.6988458757546","-204.62927082082098","-204.62927082082098","-204.62927082082098","-147.31482178167965","-147.31482178167965","-147.31482178167965","-234.39247926106026","-234.39247926106026","-234.39247926106026","-469.0122482349353","-469.0122482349353","-469.0122482349353","-125.1491004668766","-125.1491004668766","-125.1491004668766","-221.01575144628003","-221.01575144628003","-221.01575144628003","-376.4009772856581","-376.4009772856581","-376.4009772856581","-175.39673746198025","-175.39673746198025","-175.39673746198025","-123.90488211632321","-123.90488211632321","-123.90488211632321"
"30000","-149.78992366020344","-149.78992366020344","-149.78992366020344","-204.34485920077736","-204.34485920077736","-204.34485920077736","-146.34310035154587","-146.34310035154587","-146.34310035154587","-234.36385239764877","-234.36385239764877","-234.36385239764877","-285.72486801511593","-285.72486801511593","-285.72486801511593","-125.71205871649329","-125.71205871649329","-125.71205871649329","-195.36568136509715","-195.36568136509715","-195.36568136509715","-349.95038538255926","-349.95038538255926","-349.95038538255926","-175.45351771658207","-175.45351771658207","-175.45351771658207","-126.06061831297124","-126.06061831297124","-126.06061831297124"
