step,TAAC_LunarLander-v3_0,TAAC_LunarLander-v3_1,TAAC_LunarLander-v3_10,TAAC_LunarLander-v3_11,TAAC_LunarLander-v3_12,TAAC_LunarLander-v3_13,TAAC_LunarLander-v3_14,TAAC_LunarLander-v3_15,TAAC_LunarLander-v3_16,TAAC_LunarLander-v3_17,TAAC_LunarLander-v3_18,TAAC_LunarLander-v3_19,TAAC_LunarLander-v3_2,TAAC_LunarLander-v3_3,TAAC_LunarLander-v3_4,TAAC_LunarLander-v3_5,TAAC_LunarLander-v3_6,TAAC_LunarLander-v3_7,TAAC_LunarLander-v3_8,TAAC_LunarLander-v3_9
77000,119.65032474647755,162.25009923504527,14.336558372892886,194.893698963299,196.66058256837877,213.8167854719927,189.03681497655703,175.9656547266383,76.66809395511238,34.89683580159181,164.22393052329952,26.026054638084172,74.77270620310695,115.52791488847451,109.42678997719975,162.26326066420444,112.65511378979478,7.8848828077094675,102.14230601627365,-29.300692315139226
78000,-38.03017207154737,223.61289278866653,8.510963163540643,269.55470704924494,92.79593180584091,159.83165917505983,195.62527597213705,190.9091987447712,220.38998544939693,-17.848023383649636,254.01489225133196,109.31874158565078,147.11219092578153,100.15409165248342,68.62448653236316,232.40748884770326,132.94450196185153,65.24598527786726,182.27919225674282,108.92128854086718
79000,245.81197773086265,175.82139719879106,-5.8058488668993204,262.816496745135,216.74749503388225,170.857206943987,208.7206323706887,175.40919871597785,63.37227475881249,-16.466940110583742,18.112859179699058,192.58820529798126,128.60053222720677,26.638599501778174,163.61888465377982,220.95523057840447,19.655491978500322,134.20808752171277,164.79184877763592,160.84327249307108
80000,162.54486233965636,168.94473609659326,11.843261457478002,223.38285640853385,254.25949464990472,229.7541156238515,190.9649309019732,166.94183481865085,193.0890204319712,25.919002822560923,180.64630075639948,213.71622841675708,59.56376693050179,26.027604218613096,163.3265820902751,81.22604354417159,31.257132984428637,88.38292365850835,252.56863467404412,189.54552790261172
81000,85.52183155353418,148.9049800716439,1.0915895902310713,190.05694281894407,191.84404751316174,224.56916279412232,264.79207023643414,185.53463235613583,175.75537952923568,195.47803889761735,256.0487856022399,229.81918875643484,83.37728747165876,27.755744828374542,194.5903094834707,256.49901812172544,56.094372434553726,144.40272495905492,164.48278939963313,109.85567572028242
82000,48.99641601131378,161.69755119765685,8.661367648433716,244.79520446997466,180.26268485107437,226.32462326682858,266.1356357632644,262.12648738147936,189.52784941381117,253.78948024085722,63.148831304234896,227.14167941647304,10.664773456883983,180.2332913081294,181.22317341535924,163.33411789897696,164.53497690627395,12.88750194757454,176.60396561218008,132.11039568356117
83000,221.17236476482557,169.40534538618041,88.1988423852904,267.18704553924175,-27.772997890138367,248.82305237761784,270.4137933388202,185.93252871993977,119.10408615215324,155.88777411692993,242.2573437839659,187.04971404458232,3.420766169298697,140.45003797904215,186.66729179607043,187.69453553492292,179.51616707957854,85.39931968312975,133.3974882867013,211.599684467245
84000,141.4309646480601,206.3170044094297,185.9430175710927,252.4126818936205,184.11441073608816,260.11368649312845,253.70498093014467,261.00146819918365,131.00842979262168,155.46797866228556,27.39840026057831,186.06560720111642,-10.952919101353048,189.80875604918228,274.86340510336953,189.35206845516464,115.00294455740897,115.38914478407246,136.97509569821662,157.09212894382648
85000,32.88050141296236,186.37693716639365,144.96446213342543,239.64055390453487,149.29683544705492,117.68554397473675,264.5216621972889,142.6295852720341,94.71593539002237,194.25052705279973,179.5492584220951,173.7163040346602,-16.826738130616324,112.43893830948723,160.6808391542131,204.98921990332005,163.82944993962113,44.11340150180373,198.74180583767577,171.861271377397
86000,150.71111622810324,221.29272857276365,159.3550023005786,67.51656792596917,182.11468587604887,270.87459135868545,257.75397288941514,212.4925590041994,244.15983936942413,72.36372535472015,171.56555402091053,187.34323148883064,7.181701429812596,179.16566316094796,194.22916142521845,140.0494865015805,79.95706822018352,1.4634289851514974,145.65728700957393,70.67300703432139
87000,-15.532386119899158,145.22673977876389,174.1474112459426,154.9786746193577,198.3431657962076,195.4305499124032,101.26321212595758,181.42116378398507,221.26005463840121,117.44984295344273,270.11957930338303,105.48129305508292,4.215860788978098,27.707534285917827,265.36994779100144,188.85441368497027,167.99769511444188,202.45839378710775,156.02052173973777,118.80570509480062
88000,179.40636875739827,117.10414335208038,162.87648952255333,178.3035862127616,183.0996201932859,262.7402781689387,184.3823873885126,190.92560105406324,209.46387661522388,204.34130328857063,159.7021630378612,243.66710990938375,1.7503689526294817,45.251023788973214,142.15926179128596,190.79313054487932,243.59368384666186,124.23526799848382,253.07966649185383,70.82807312633126
89000,9.832433865424099,1.5590395122324452,198.94598794630284,240.70406664025174,269.87883437845966,263.306996584936,159.73880242088384,244.29567164207302,97.83255615266917,114.87644216790272,139.22262109660903,107.38104052400176,19.17213768899448,1.4507638637334708,83.2293973932451,255.4917520535436,214.6748977246418,203.71676106129675,166.64740736210746,166.58451325419546
90000,173.0021131291609,69.29976399810157,21.110174023065518,229.4165515367367,193.5460824952188,213.03434011780527,193.7978826419012,223.96489036747553,18.632523990944946,296.53700073233233,125.46929981558633,105.70456992280624,72.02349948669975,98.27344533233509,58.59407339696256,133.01587659397094,67.85370815288242,240.11100373651257,260.15117173868185,72.47734502228224
91000,114.59813995009183,65.18868440421011,213.85476251225862,254.07145067926072,135.4530648870657,216.8927262810919,102.67213412235266,183.26955106092382,179.4513280658026,129.3612229654375,170.92861769470346,100.64267413574089,211.10201913890307,102.1050509151297,154.25373804190988,199.804559036711,211.56837459216968,238.3585929655175,223.66825938859915,63.656820120873896
92000,89.43558391596514,62.83039403457209,145.6172970288978,238.92459823765435,233.21275989316072,257.28291606763344,267.4688484855557,158.43547864605225,151.42398932765926,302.72610655051267,179.40119660714194,124.77304209197787,249.97531151875032,-6.967808951291332,83.47938949228337,118.84942066188819,184.08168005054074,105.79939149078939,230.1165972785758,134.70627741116468
93000,9.240569685930703,89.44111117302863,125.26347125031556,161.0620753985323,265.34078927275226,189.31348983941882,177.17278175499814,215.12535710481984,8.988356485215894,261.94261403891795,118.38231108645589,35.885372972762426,242.26685889431693,-0.7619363798868241,106.39995566777422,108.23578745969284,241.99455816732132,224.3662551346071,113.398120041823,122.89469956483983
94000,20.796285026101426,110.86025421815066,86.78190156446152,250.23471342876948,275.030239868541,151.3433685292068,230.51123210552055,188.5387146132181,35.09842199218803,266.84135683456236,158.28238561280054,25.84457121571934,151.6910178900073,-3.198422604926298,36.23847940140443,194.35761266575847,201.60837542208583,259.73811312335334,176.54372575430958,178.84897161977787
95000,183.28176743368394,60.54113637737453,197.01266849434037,124.61865357279561,275.75165575227254,248.16559153259223,251.42640621625114,173.8474444955399,82.68987573853315,291.9364891404371,272.46320784932044,109.86688629318577,237.17932206777814,-1.6685634449750257,25.603257277460767,254.86015511540577,107.40434782907475,243.50266745554646,224.72678767158337,116.6840937416949
96000,21.871135807119998,93.87680455011582,191.52736297494718,247.28281773304187,251.54995153894882,179.16661842518423,187.85791572667372,223.4819243460346,101.56579612158401,181.17453942628913,128.70213744824338,183.86860705772983,207.7021064818065,0.3304697741094789,27.78143879480834,193.54592669678982,66.05773524245535,250.0704072052762,171.56496952554096,245.90473263350952
97000,-1.4468843837856962,137.20944410492763,218.12613697717552,153.25682098268643,253.13430371616923,197.54917932840303,180.49608674142792,248.75231857624468,-0.051083834656542614,213.8429561730612,90.51038374811736,233.8424855510419,187.3895865653732,1.858981037402638,24.814629933506264,172.69007183905504,126.26305016216757,167.01757751125717,161.3784240230826,134.83528423193204
98000,-13.583296122324379,33.238687232802654,230.73782229320076,211.86425130018688,207.84817787275088,245.69965273777288,105.9114542114733,275.37837222576576,85.81994460156784,242.1554195322177,283.35456447339396,184.70699011038678,207.30705469023607,-14.448783879087012,21.635542409837072,262.4992483037161,58.33006005905315,248.67510638559392,75.5210407492403,184.15461486550706
99000,-11.923947125968624,74.7334876781415,211.66551738332717,251.74413323809893,259.1682537287791,270.3105647258434,186.76631808374177,194.64345216549646,53.593781817201055,194.06648981368593,136.97803200668892,169.43496197651697,233.01979034123937,-13.873208399442916,25.024271270869644,255.94874020539928,81.17992447565601,204.787695311197,165.66298906315822,183.350686753672
100000,-3.7190265407733207,144.312732174964,144.81984194783436,173.35565461450406,257.30108359205923,204.15809886517522,80.84234169930512,93.41683665240204,62.25719792363773,109.43981436261004,206.54451588139815,250.024230062731,171.43216670185348,11.331695987854928,14.409204321610753,167.18362925786963,172.76422497612063,206.23773565082274,-29.89536177041532,183.83548233909482
